Grupo de Producto;Producto;Código Barras;Stock;Costo Neto Prom. Unitario;Precio Venta 
;FLORES DE BACH CONCENTRACION KIDS 30ML;901000100083;0;0;5000
;FLORES DE BACH HIPERACTIVIDAD 30ML KIDS;901000100090;0;0;5000
;FLORES DE BACH RELAX 30ML;901000100038;0;0;5000
;FLORES DE BACH SUENO KIDS;901000100076;0;0;5000
;FLOSSER APLICADOR DE HILO DENTAL X30UND. LAB. DENTAID;8427426071919;0;0;4000
;FLUCLOXACILINA SAL SODICA MONOHIDRATO 500MG X12CAPS LAB. MINTLAB;7800063120201;0;0;1500
;FLUCONAZOL 150MG X2CAPS LAB. DE CHILE;7800007737922;0;0;1000
;FLUNARIZINA 10MG 30 COMPRIMIDOS FLUXUS;7800070000121;0;0;20000
;FLUNARIZINA DICLORHIDRATO 5 MG. 30 COMP. LAB.PASTEUR;7800068031137;94;0;3500
;FLUO CARDENT KIDS;7702560042379;0;0;1500
;FLUOMIZIN CLORURO DE DECAULINIO 10MG X6OVULOS LAB. MEDINOVA;7804656600484;0;0;24000
;FLURELLE CRANBERRY+VITAMINA C X60 CAPS ANC;7805357004120;2;0;8500
;FLUSACORT SALMETEROL + FLUTICASONA PROPIONATO 25MCG + 125MCG 120DOSIS LAB. HETERO;8903726221051;0;0;35000
;FLUTICASYNT HFA FLUTICASONA PROPIONATO 250MGSALMETEROL 25MCG;7804629440482;0;0;36000
;FLUTICORT FLUTICASONA PROP. inh 125 ug 120d;7795373014046;0;0;26000
;FLUTIVATE FLUTICASONA PROPIONATO 0.05G X15G LAB. GSK;7800029000790;0;0;27000
;FLUXAMOL 25025 AER INH 120DOS DM;7795373012493;0;0;27000
;FLUXUS FLUNARIZINA 10MG X60COMP LAB. TECNOFARMA;7800070000138;0;0;26000
;FOILLE UNG TOP BLIS 28G;7800008020030;43;0;3000
;FOLIFER 30 CAPS;3258;0;0;8500
;FOLIFER 60CAPS SYNTHON;7800008010529;0;0;14000
;FOLIFER ANTIANEMICO X30CAPS LAB. SYNTHON;7800008010505;0;0;8500
;FOLISANIN ACIDO FOLICO 1MG. X30COMP LAB. SANITAS;7800038043207;24;0;3500
;FOLISANIN ACIDO FOLICO 5MG. X30COMP. SANITAS B;7800038048165;4;0;5000
;FORMADOR DE PEZON PIGEON;4902508166614;0;0;10000
;FORMULA 1 30ML KNOP;2010381103823;0;0;6500
;FORMULA II EXTRACTO FLUIDO 30ML;2010381103830;0;0;7000
;FORTOTAL ACTIVE+ MULTIVITAMINICO+MINERALES X30CAP SIRIO PHARMA;7800063325422;22;0;3500
;FOSFOSODA SABOR LIMON JENGIBRE X45ML RECORDATI;301320105049;47;0;2500
;FOSVAL ACIDO ALENDRONICO 70MG X12COMP LAB. SAVAL;7800060120761;0;0;19000
;FOTOPROTECTOR HYDRO LOTION. SFP 50. 200 ML.;8429420192263;0;0;19000
;FOTOPROTECTOR PEDIATRICO. FUSION FLUID MINERAL BABY. SPF 50. 50 ML.;8429420187962;9;0;16000
;FRASCO ORINA ESTERIL GRADUADO 60ML;65674000;0;0;1000
;FREEGEN 0.5% SOLUCION OFTALMICA;7707239270022;4;0;22000
;FREEGEN GEL CARBOXIMETILCELULOSA SODICA 10MG X15ML LAB. OPHTHA;7707239270060;0;0;28000
;FRENALER-D LORATADINA + PSEUDOEFEDRINA CLORHIDRATO 2.5 MG + 15MG X100ML LAB. DE CHILE;7800007403636;3;0;17000
;FRESHMEL CLORHEXIDINA DICLORHIDRATO MIEL Y LIMON 5MG 12;7800007810465;38;0;2500
;FRESHMEL MENTA FRESCA x 12 COMPRIMIDOS MASTICABLES;7800007810458;0;0;2500
;FRONTLINE FIPRONIL 0.25 SPRAY PERROS Y GATOS X100ML BOEHRINGER I;7809599502352;8;0;9500
;FRUCTIS GEL STYLE INVIS FTE X600 GARNIER;7506078955042;0;0;6500
;FRUCTIS.GE.FIJ.HARD 600G;7506078955028;2;0;5000
;FUCICORT ACIDO FUSIDICO + BETAMETASONA 20MG + 1MG X15G LAB. LEO;5702191029673;0;0;34000
;FUCIN ACIDO FUSIDICO 2% X15G LAB DUBLIN;5702191029574;0;0;32000
;FUCUS ESPECIAL COMP. KNOP;7803504001695;0;0;3500
;FUNGOS 500 CLOTRIMAZOL 500MG. X1UND OVULO PASTEUR;7800068010477;0;0;5000
;FUSIMED B ACIDO FUSIDICO 2% BETAMETASONA 0,1% EMULSION TOPICA 15G CASARA;7795373013773;0;0;15000
;FUSIMED B ACIDO FUSIDICO 2BETAMETASONA 0.1;7795373013780;0;0;22000
;GALVUS MET50/500MG LAB. NOVARTIS;7800032003467;1;0;65000
;GARNI SERUM ACLA VIT C50M;75613074594816;0;0;7500
;GARNIER 3.16;7899026462564;0;0;2000
;GARNIER 4.15;7899026462588;0;0;2000
;GARNIER 4.6;7899026462595;0;0;2000
;GARNIER 5.3;7898587770651;0;0;2000
;GARNIER 5.52;7898587775922;0;0;2000
;GARNIER 6.1;7509552828870;0;0;2000
;GARNIER 6.46;7899026462649;0;0;2000
;GARNIER 7.0;7899026462670;0;0;2000
;GARNIER 7.3;7898587770705;0;0;2000
;GARNIER AGUA MICELAR  400ML;3600541744523;0;0;5500
;GARNIER AGUA MICELAR 100ML;3600542081160;0;0;3000
;GARNIER FRUCTIS ACONDICIONADOR ALOE HIDRA BOMB X350 ML LOREAL;7509552830620;0;0;3000
;GARNIER FRUCTIS ACONDICIONADOR OIL REPAIR LISO COCO 350 ML LOREAL PARIS;7509552816273;0;0;3000
;GARNIER FRUCTIS ACONDICIONADOR STOP CAIDA CRECE FUERTE X350 ML LOREAL;7509552798456;0;0;3000
;GARNIER FRUTCTIS ACONDICIONADOR GOODBYE DANOS LARGO PERFECTO GARNIER FRUTCTIS X350ML;7509552914030;0;0;3000
;GARNIER OBAO DERMO EFICACIA ANTITRANSPIRANTE X150ML LOREAL;7509552876291;0;0;3000
;GARNIER OBAO DERMO EFICACIA HIALURONICO ANTITRANSPIRANTE X65G;7509552216301;0;0;3000
;GARNIER OBAO DERMO EFICACIA NIACINAMIDA INVISIBLE X65G GARNIER;7509552876284;0;0;3000
;GARNIER OBAO DERMO EFICACIA VITAMINA C ACLARANTE ANTITRANSPIRANTE X65G GRANIER;7509552876338;0;0;3000
;GARNIER SKINACTIVE NOCHE;3600542565943;0;0;11000
;GARNIER SKINACTIVE VITAMINA C 50ML;7899706194273;4;0;7500
;GARNIER VIT C AGUA MICELAR LIMPIA Y DESMAQUILLA 100ML;7899706187732;0;0;3000
;GARNIER VITAMINA C ACLARA SERUM 30ML;7509552849493;0;0;9000
;GASA 5 X 5 CMS. UND. CRAMBERRY;7806130010284;0;0;100
;GASA ESTERIL 7.5 X 7.5 CRANBERRY;FVGNT75X1;0;0;150
;GASA ESTERIL BOLSA 90 X 90;75613042662263;0;0;700
;GASA ESTERIL CRANBERRY 7.5 X 7.5 CAJA 50 UNDS;44E1AZMANFT1BG;0;0;3500
;GASA ESTERILIZADA 10UND 5X5 8PLIEGUES;7805633003724;0;0;500
;GASA FIXOMULL STRETCH 15-10 MTS NO TEJIDA;76022743567554;1;0;24000
;GASA FIXOMULL STRETCH 5-10 MT NO TEJ X1;76022752652984;2;0;9000
;GASA HIDROFILA ESTERIL CRANBERRY 1UNIDAD;7806130200173;28;0;700
;GASA HIDROFILA PURA ESTERILIZADA 1X12YARDA;7805145105060;0;0;500
;GASA NO TEJIDA 10X10CM CRANBERRY;7806130012226;0;0;150
;GASA NO TEJIDA CRAMBERRY10X10 50 SOBRES X 2 UND;7806130013933;3;0;4000
;GASA PARAFINADA FARMACTIVE 10X10CM X1UND MEDS CJ X;8000246020000;0;0;500
;GASA PARAFINADA UNIDAD;7806130008199;0;0;500
;GASA QUIRURGICA 1/4X1YD.;7805145105077;70;0;350
;GASOPAX 24COMP GMP;7804918402047;0;0;2500
;GASTO ALIV 10 COMP MASTICABLE;7800004004874;70;0;2500
;GASTRO ALIV 20 COMPRIMIDOS MASTICABLES;7800004004881;0;0;4000
;GASTROALIV SUSP. 120 ML.;7800004003976;17;0;5000
;GAVISCON 8 COMP. MASTICABLES;5000158067738;0;0;3000
;GAVISCON ALGINATO DE SODIO/ CARBONATO DE CALCIO/BICARBONATO DE SODIO X 500MG X 267MG X 160 X150ML;7805010005099;19;0;11000
;GAVISCON DOBLE ACCION 8 COMPRIMIDOS MASTICABLES;5000158068438;2;0;4000
;GAVISCON DOBLE ACCION CAJA 12SACH REC-BE;5000158069701;14;0;11000
;GAVISCON DOBLE ACCION SACHET X10ML;96079652;0;0;900
;GAVISCON MENTA 250;5000158069060;0;0;4500
;GAVISCON SAB MENTA CAJA 12SACH REC-BE;5000158069633;0;0;9000
;GAVISCON SABOR MENTA SACHET X10ML;50190256;0;0;800
;GAVISCON SABOR MENTA SO X150ML REKITT;5000158066762;0;0;10000
;GAZA STERILE COTTON GAUZE 20X24 90X90CM;6920190327043;0;0;700
;GAZA X2;7805633005568;0;0;300
;GEL AFTER SUN ALOE VERA X220G;7804907855663;0;0;4000
;GEL ANTITRANSPIRANTE 82G GILLETTE;7500435113465;2;0;4500
;GEL COMPUESTO 90GR PIERNAS CANSADAS;5416246465155;0;0;5000
;GEL CREMA HIDRATANTE ALIVIANTE Y REPARADOR ISDIN ACNIBEN X40ML;8470002000704;0;0;19000
;GEL DE BANO SYNDET AVENA SIMONDS DERMO CREAM;7804945033214;0;0;3500
;GEL DE BANO SYNDET DERMO CREAM SIMONDS X400ML;7804945033207;0;0;3500
;GEL FIJADOR DE FIJACION CAPILAR SPRING NATURAL X400G;7808718200711;0;0;2500
;GEL FIJADOR EXTRA FUERTE 500G;7805633010883;0;0;2000
;GEL FIJADOR GARNIER FRUCTIS STYLE EXTRA FUERTE 600G;7506078955035;5;0;6000
;GEL LIMPIADOR ESPUMOSO CERAMIDE X400ML;5031413938340;0;0;9000
;GEL LIMPIADOR ESPUMOSO CERAVE X473ML;3337875597357;0;0;16000
;GEL LIMPIADOR PH5 PIEL SECA Y SENSIBLE X400 EUCERIN;4005800178375;3;0;17000
;GEL LUBRICANTE CEREZAS DE PASION. DUREX 50 GRS.;7501159033749;5;0;4000
;GEL LUBRICANTE COSQUILLAS DE PLACER. DUREX 50 GRS.;7501159033725;9;0;4000
;GEL REPELENTE DE INSECTOS OFF DEFENSE BEBE+3ANOS X100ML;7790520997449;0;0;7000
;GELACNE ADAPALENO + PERIOXIDO DE BENZOILO 0.10G + 2.50 X30G LAB. DEUTSCHE;7795380042957;0;0;17000
;GENGIGEL ACIDO HIALURONICO 0.2% X20ML LAB. RICERFARMA;8033087660012;0;0;14000
;GENGIGEL ACIDO HIALURONICO 0.54% X20ML LAB. RICERFARMA;8033087660180;5;0;15000
;GENGIGEL ACIDO HIALURONICO 10ML X150ML LAB. RICERFARMA;8033087660029;0;0;17000
;GENIOL ANTIGRIPAL X30 SOBRES CALIENTE NOCHE POLVO LAB. MINTLAB;7800063370064;24;0;9500
;GENIOL COMPUESTO CALIENTE DIA X30 SOBRES;7800063370057;39;0;9500
;GENIOL COMPUESTO CALIENTE NOCHE POLVO PARA SOLUCION X3UND;7800063370040;0;0;1000
;GENIOL COMPUESTO POLVO PARA SOLUCION CALIENTE DIA X3UND;7800063370033;0;0;1000
;GENIOL INFANTIL PARACETAMOL 80MG X16COMP LAB. MINTLAB;7800063210322;0;0;1500
;GENIOL INFANTIL PARACETAMOL SO GOTAS 100MGML X15ML MINTLAB;7800063330426;16;0;2000
;GENTAMICINA 0.1 CREMA. 10 GRS. LAB CHILE;7800007143976;0;0;4000
;GENTAMICINA 0.3. UNGUENTO OFTALMICO 3.5. ETHON;7804633500134;0;0;6000
;GENTAMICINA 01;7800063160153;20;0;2500
;GENTAMICINA 1.0 MG + BETAMETASONA 0.5 MG. CREMA 15 GRS.;7800007111265;0;0;16000
;GENTAMICINA 80MG X5 AMPOLLAS LAB. BIOSANO;7800061001533;0;0;3500
;GENTAMICINA GENTAMICINA 0.3G X5ML LAB. ASCEND;7804650881629;0;0;2500
;GENTAMICINA SOL. OFT. 03 HOSPIFARMA;7804640560831;0;0;2000
;GESIPROCT TRIBENOSIDO 5 GRLIDOCAINA 2MG 30GR;7800046004979;11;0;6000
;GIABRIL CIPROFIBRATO 100MG X30COMP. LAB.MERCK;7702418005075;0;0;25000
;GILLETTE AFTER SHAVE GEL 75ML;47400188082;0;0;5000
;GILLETTE MACH 3 REPUESTO PARA AFEITAR;7506339399523;0;0;2500
;GILLETTE VENUS SUAVE ALOE VERA;7702018072439;0;0;1500
;GINECOPAST DUAL OVULOS-10- Y CREMA VAGINAL-20GRS- TINIDAZOL+MICONAZOL PASTEUR;7800068015953;6;0;12500
;GINECOPAST MICONAZOL NITRATO + TINIDAZOL 100MG + 150MG X10OVULOS LAB. PASTEUR;7800068015939;0;0;13000
;GINEDAZOL DUAL TINIDAZOL + MICONAZOL 150MG + 100MG X10OVULOS LAB. DE CHILE;7800007168610;0;0;20000
;GINEDAZOL TINIDAZOL + MICANAZOL 150MG + 100MG X10OVULOS LAB. TEVA;7800007163653;0;0;19000
;GINEMAXIM 40 MG. CIMICIFUGA RACEMOSA 60 COM;7803504005051;6;0;7000
;GINKO BILOBA 80 MG. 60 CAPS.;7800059006489;1;0;9000
;GINKO BILOBA L. 80 MG. 30 CAPS.;7800059006496;2;0;6000
;GINKOMAX GINKGOBILOBAL L. 120CAP MEGAL 80MG;7800059006472;6;0;12000
;GINODERM GEL;7800026007129;0;0;24000
;GINSENG 300 60 CAPSULAS;7805357000115;0;0;6500
;GINSENG T.M. GOTAS ORALES X30ML KNOP;2010380017299;0;0;6500
;GLAUPAX X500;7800068011481;0;0;4000
;GLEMAZ GLIMEPIRIDA 4MG X30COMP LAB.BAGO;7800028005697;0;0;40000
;GLICENEX METFORMINA 500MG X30COMP LAB.BAGO;7800028000777;0;0;5500
;GLICERINA PURA 1000ML DROGUERIA NUNOA;7805357009224;1;0;12500
;GLICERINA PURA X60ML. LAB. RAVEPHARMA;7805357001105;12;0;2000
;GLIMEFOR XR METFORMINA CLORHIDRATO 500MG X30COMP LAB. ASCEND;7804650882749;0;0;4000
;GLITTER EYELINER PETRIZZO;7804907970670;0;0;4000
;GLITTER EYELINER PINK DOLCE BELLA 8ML;7708428736763;0;0;2500
;GLOBIFER FORTE 40 TAB;5425035663122;4;0;30000
;GLOBIFER FORTE PLUS 40 TABL;5425035664037;1;0;29000
;GLOBULO 7 COMPUESTOS KNOP;2000221100075;0;0;2500
;GLOBULO COMPUESTO 46 X15G KNOP;2000221100464;0;0;3500
;GLOBULOS 1 COMPUESTOS X15G KNOP;2000221100013;0;0;3000
;GLOBULOS 104 HOMEOPATIA ALEMAN;2000221201048;0;0;2500
;GLOBULOS 105 KNOP;2000221201055;0;0;3000
;GLOBULOS 108 COMPLEJOS X15GR KNOP;2000221201086;0;0;2800
;GLOBULOS 11 COMPUESTOS KNOP;2000221100112;0;0;2500
;GLOBULOS 128 COMPUESTOS X15GR KNOP;2000221201284;0;0;2500
;GLOBULOS 129 COMPLEJOS 15GR KNOP;2000221201291;0;0;2500
;GLOBULOS 13 COMPUESTOS X15GR KNOP;2000221100136;0;0;3000
;GLOBULOS 130 COMPLEJOS X15GR KNOP;2000221201307;0;0;2500
;GLOBULOS 14 COMPUESTOS KNOP;2000221100143;0;0;3000
;GLOBULOS 146 COMPLEJOS X15GR KNOP;2000221201468;0;0;2500
;GLOBULOS 15 COMPUESTOS X15GR KNOP;2000221100150;0;0;3000
;GLOBULOS 151 COMPLEJOS X15GR KNOP;2000221201512;0;0;2500
;GLOBULOS 152 HOMEOPATIA ALEMAN;2000221201529;0;0;2500
;GLOBULOS 18 COMPUESTOS X15GR KNOP;2000221100181;0;0;2800
;GLOBULOS 2 COMPUESTOS X15GR KNOP;2000221100020;0;0;2500
;GLOBULOS 21 COMPUESTOS KNOP;2000221100211;0;0;2500
;GLOBULOS 25 COMPUESTOS KNOP;2000221100259;10;0;2500
;GLOBULOS 26 COMPUESTOS KNOP;2000221100266;0;0;2500
;GLOBULOS 28 COMPUESTOS X15GR KNOP;2000221100280;0;0;3000
;GLOBULOS 29 COMPUESTOS X15GR KNOP;2000221100297;0;0;2800
;GLOBULOS 3 COMPUESTOS X15G KNOP;2000221100037;0;0;2500
;GLOBULOS 30 KNOP;2000221100303;7;0;3000
;GLOBULOS 33 COMPUESTOS KNOP;2000221100334;0;0;3000
;GLOBULOS 4 COMPUESTOS X15GR KNOP;2000221100044;0;0;2500
;GLOBULOS 5 COMPUESTO X15GR KNOP;2000221100051;0;0;2500
;GLOBULOS 50 KNOP;2000221100501;0;0;2800
;GLOBULOS 51 COMPUESTOS KNOP;2000221100518;0;0;2500
;GLOBULOS 54 COMPUESTOS X15GR KNOP;2000221100549;0;0;3000
;GLOBULOS 6 COMPUESTOS X15GR KNOP;2000221100068;0;0;2500
;GLOBULOS 8 COMPUESTOS X15GR KNOP;2000221100082;0;0;2500
;GLOBULOS 9 COMPUESTOS X15G KNOP;2000221100099;0;0;2500
;GLOBULOS D-12 HOMEOPATIA ALEMAN;2000220417433;0;0;2500
;GLOBULOS D6 HOMEOPATIA ALEMAN GLOBULOS KNOP;2000220318341;0;0;2000
;GLUCERNA SABOR VAINILLA 850G ABBOTT;8886451008978;18;0;28000
;GLUCOSA 5% SOL INY  X1000;7800062001884;1;0;2000
;GLUCOSAMINA SULFATO + CONDROITINA SULFATO 60 CAP.;7800070004341;2;0;25800
;GLUCOVANCE METFORMINA CL-GLI 30COMP MER 50025;3596540060156;0;0;11000
;GOFYL QUETIAPINA 200MG X30COMP LAB. AXON PHARMA;7804606510221;0;0;8000
;GOICOECHEA ULTRANUTRITIVA 400 ML + ULTRA X 200;7804651938711;0;0;11500
;GOMITAS DE EUCALIPTUS;7805357001969;0;0;1000
;GORILA MOCO GEL GAMER X270GR;7501438311742;9;0;5000
;GORILA MOCO GEL PUNK 270GR;7501438311124;10;0;5000
;GORILA MOCO GEL PUNK 340GR;7501438311872;4;0;5000
;GORILA MOCO GEL PUNK X80GR;7501199428024;1;0;4000
;GORILA MOCO PUNK X200ML;7501438301897;3;0;5000
;GORRO CLIP EXAMCARE DESH BLANCO X100;65675182;6;0;6500
;GORRO DUCHA PREFACE;7804969800656;0;0;3000
;GOTARIO PLASTICO GRADUADO;65675380;0;0;1000
;GOTAS DE COLOR AGATA RUIS DE LA PRADA SPRAY 50ML;8410225555407;0;0;14000
;GOTAS LUBRICANTES Y REHUMECTANTES PARA LENTES DE CONTACTO RENU PLUS;310119052136;0;0;4500
;GOTELY DUO DUTASTERIDA + TAMSULOSINA CLORHIDRATO 0.5MG + 0.4MG X30 CAPS TECNOFARMA B;7730979095556;4;0;31000
;GOTELY TAMSULOSINA CLOHIDRATO 0.4 MG. 30 CAPS;7730979099493;0;0;16000
;GRAPHITES COMPUESTA GOTAS ORALES X30ML KNOP;2000341103338;0;0;5000
;GRAPHITES UNG. 10 35GR.;2030750017438;0;0;5000
;GRIPP - HEEL 50 COMPRIMIDOS LABORATORIO HEEL;7809561400129;0;0;14000
;GRIPPAKIT GLOBULOS 1 GR. UND;7800085130011;0;0;2000
;GROOMEN 300 CART 3 NAV 2;75952236172948;1;0;0
;GROOMEN MAQ+3CART+ESTUCHE;75952229098619;1;0;0
;GUANTE DE EXAMINACION NITRILO 100UND CON POLVO;9557601220364;0;0;5000
;GUANTE DE EXAMINACION NITRILO TALLA S;9557601017032;0;0;5000
;GUANTE EXAMEN DE LATEX TALLA M COLOR BLANCO;7806130012813;0;0;5000
;GUANTE EXAMEN DE NITRILO XS 100UND TRESOR;7806130010475;0;0;5000
;GUANTE EXAMEN VINILO LP BCO TRESORTALLA S X 100 UND;7806130013155;10;0;4000
;GUANTE EXFOLIANTE PREFACE;7804969800540;0;0;2000
;GUANTES DE EXAMINACION DE NITRILO LP COLOR BLANCOS TALLA S;4490075900750;0;0;4000
;GUANTES DE EXAMINACION DE VINILO 100UND;4490077900772;0;0;4000
;GUANTES DE EXAMINACION DE VINILO LP COLOR BLANCOS TALLA M CLEAN CARRIER;7801617900768;0;0;4000
;GUANTES DE EXAMINACION VITRILO TALLA M X100UND;9557601017049;0;0;5000
;GUANTES DE LATEX TALL S CON POLVO 100 UNIDADES . TRESSOR;7806130005280;3;0;4800
;GUANTES DE LATEX TALLA S CON POLVO. 100 UNIDADES. TRESOR;7806130005266;1;0;5000
;GUANTES DE NITRILO LARGOS;7806130013292;0;0;5000
;GUANTES DE NITRILO SIN POLVO TALLA L;4260740981939;0;0;5000
;GUANTES DE VINILO TALLA L;43D9CCICKBF4BM;0;0;3500
;GUANTES ESTERIL 7 1/2;9555076109801;0;0;700
;GUANTES EXAMEN DE NITRILO COLOR AZUL TALLA S;7806130010482;0;0;5000
;GUANTES EXAMEN DE NITRILO TALLA L 100 GUANTES TRESOR;7806130008878;3;0;4500
;GUANTES EXAMEN DE NITRILO TALLA M;7806130008861;1;0;4500
;GUANTES EXAMEN DE NITRILO X100 TALLA M TRESOR COLOR AZUL COBALTO;7806130010499K;0;0;5000
;GUANTES EXAMEN DE VINILO X100UND;7806130013162;10;0;4000
;GUANTES LATEX TALLA M CON POLVO. 100 UND. TRESOR;7806130005273;3;0;5000
;GUANTES NITRILO SIN POLVO TALLA S CLEANCARRIER 100UND NITRILE;5609000256094;0;0;5000
;GUANTES TRESOR NITRILO AZUL T_S;7806130008854;11;0;4500
;GUANTES TRESOR VINILO T/L X100 UNIDADES;7806130013179;11;0;3500
;GUARANA 60 CAPS CNP;781159467004;0;0;6500
;GUATERO INFANTIL 2 LTS. THERMICA. DISNEY;7804995109891;0;0;9000
;GUTAPERCHA INDIVIDUAL;7806130001459;1;0;500
;GUTRON 5MG X10 COMP;7800020032110;2;0;21000
;HAIR REPAIR 9+200ML;7798324330349;0;0;4000
;HAIR&NAILS VITAMINS 30GMTS;0764451229549;40;0;5000
;HALOPERIDOL 1.0MG X30COMP LAB. SYNTHON;7800008010055;2;0;3000
;HALOPERIDOL 5.0 MG. 20 COMP. SYNTHON;7800008010093;4;0;5000
;HAMAMELIS COMPUESTO GOTAS ORALES X30ML KNOP;2000341103345;0;0;5000
;HAMAMELIS CREMA 100G KNOP;7803504001718;15;0;4500
;HAMAMELIS D6 KNOP;2000110417611;0;0;4000
;HAMAMELIS EXT. BLANDO HAMALELIS + BIDESTILADO HAMAMELIS + EXT. FLUIDO AESCULUS 0.017G + 0.085G +0.0;7803504004900;16;0;7000
;HAZARD LARGA DURACION GEL CAPILAR STYLING GEL X210GRS;7804916662016;7;0;2000
;HEAD AND SHOULDERS PURIFICACION CAPILAR 375ML;7500435138000;0;0;3500
;HEAD SHOULDERS CRECE FUERTE RAIZ SHAMP PG 375ML;7500435159210;0;0;3500
;HEAD Y SHOULDERS LIMPIEZA RENOVADORA X375ML;7500435127035;0;0;8000
;HEAD Y SHOULDERS MANZANA FRESH X2 SHAMPOO;7500435213813;0;0;8000
;HEADS AND SHOULDERS MANZANA FRESH SHAMPOO 375ML;7500435019880;0;0;3500
;HEADSHOULDERS HIDRATACION AC COCO SHAMP PG 375ML;7500435142557;0;0;3500
;HEADSHOULDERS LIMPIEZA RENOVADORA SHAMP PG 375ML;7500435020008;0;0;3500
;HEADSHOULDERS MEN SHAMP PG 375ML;7500435019545;0;0;3500
;HEEL GASTRICUMEL X 50 COMPRIMIDOS SUBLINGUAL;7809561400471;0;0;14500
;HEEL LYMPHOMYOSOT GOTAS;7809561400723;3;0;20000
;HELLO UNICOR SPAKLE X88ML;035000987433;0;0;4000
;HEMOFOLIC SUPLEMENTO ALIMENTICIO X30COMP LAB. EXELTIS;7804656600279;0;0;17000
;HEMORROISAN CREMA DE 50MG;1469852311143;0;0;5000
;HEMOVAL HIERRO 100MG X40COMP LAB. SAVAL;7800060124677;0;0;15000
;HEROLAN SF 200DOS TEV 10050MCG DOS;7800007770707;0;0;19000
;HEXALECTOL ACIDO GLUTAMICO + VITAMINA B6 400MG + 2.00MG X50COMP LAB. SYNTHON;7800008030053;0;0;8000
;HIDRA SHOCK PETRIZZIO X50G;7804907938809;0;0;4000
;HIDRA SHOCK TOALLITAS DESMAQUILLATES X25UNIDADES LAB. PETRIZZIO;7804907937659;0;0;2000
;HIDRA TOTAL 5 CON COLAGENO 35+ X50ML LOREAL;7509552911992;0;0;7500
;HIDRA TOTAL 5 DIA MATIFICANTE HIDRATACION+ANTI BRILLO X50ML LOREAL;7509552905366;0;0;6500
;HIDRASEC RACECADOTRILO 100MG X9CAPS LAB. FERRER;8436025480299;0;0;12000
;HIDRIUM 5MG COM.20;7800060009912;0;0;11000
;HIDRIUM X20 COMP;LFKJSDF;0;0;11000
;HIDRO FUNGAL CLASSIC 50ML54G;4005800344978;0;0;10000
;HIDROCORTISONA 20MG. X20COMP. LAB CHILE;7800007117465;0;0;5000
;HIDROCORTISONA ACETATO 1 CREMA TOPICA 15 G;8901790720333;24;0;4500
;HIDROCORTISONA ACETATO 1. CREMA TOPICA X15GRS. ETHON;7804633500752;0;0;2500
;HIDROFEROL CALCIFEDIOL MONOHIDRATO 0.266MG X3CAPS LAB. FAES FARMA;8436024613421;9;0;24000
;HIDROFUGAL FORTE SP 150 ML.DOPPEL SCHTZ;4006000088549;0;0;10000
;HIDROICOLOIDE 10X10X10 ROKYMEDS;6920230614003;2;0;2500
;HIDRORONOL - T HIDROCLOROTIAZIDA + TRIAMTERENO 25MG + 50MG X24COMP LAB. ITF-LABOMED;7809591401387;3;0;9580
;HIDRORONOL HIDROCLOROTIAZIDA 50MG 24COMP LAB. ITF-LAB;7809591400595;0;0;5000
;HIDRORONOL-T COM 60;7809591401370;2;0;9500
;HIDROXICLOROQUINA SULFATO 200MG X30COMP. LCH B;7800007808929;0;0;8000
;HIGIENE INTIMA FEMENINA GINLAC DAILY X200ML;7804625951227;2;0;10000
;HILO DENTAL COLGATE 2PACK COLGATE;7891024183120;12;0;4500
;HILO DENTAL ECO KIDS X 36 UND DENTWELL;7809601116492;0;0;2500
;HILO DENTAL ORALB X2;HIOOOS;0;0;5500
;HILO ORAL- B 2PACK;7500435129749;0;0;4500
;HIPOGLOS HIPOALERGENICOS 72G X1POMADA LAB ANDROMACOS;7861073971061;55;0;5000
;HIPOGLOSS NF. POMADA 20 GRS.;7861073971030;0;0;2000
;HOJAS DE ALEJANDRIA X 24 G;9980774555627;24;0;1500
;HOME CONTROL TEST DRUG THC;7809601112524;0;0;3000
;HOME CONTROL TEST DRUG THC COCAINE;7809601112548;0;0;4000
;HOME SWEET HOME DESINFECTANTE ELIMINA OLORES X360ML;7804947003550;0;0;3000
;HOMECONTROL LA PREPIE TEST 5 DRUGS;7809601116959;0;0;5000
;HOMEOPATIA MUNDO NATURAL CYNARA COMPUESTO 30 ML. LAB. MUNDO NATURAL;247980010173;0;0;4500
;HOSPIFARMA CLARITROMICINA 250MG X60ML LAB. CAPLIN POINT;7804640562019;33;0;6000
;HUB CABESTRILLO TALLA L;7805633002291;0;0;5000
;HUB CLINIC FAJA DE 3 BANDAS COMPRESION INTERMEDIO TALLA L X3UND SOCOFAR;7805633002253;0;0;8000
;HUB CLINIC RODILLERA DE NEOPRENO CON SOPORTE ROTULIANO TALLA M 1UND SOCOFAR;7805633002345;0;0;10000
;HUB CLINIC RODILLERA DE NEOPRENO CON SOPORTE TALLA L X1UND SOCOFAR;7805633002352;0;0;10000
;HUB MUÑEQUERA;7805633002307;0;0;7000
;HUB SPORT CINTA ADHESIVA NEUROMUSCULAR 5CM X 5MTS X1UND SOCOFAR;7805633011033;3;0;5000
;HUB SPORT CINTA ADHESIVA NEUROMUSCULAR 5CM X5MTS X1UND SOCOFAR;7805633011057;7;0;5000
;HUB SPORT COMPRESA FRIO-CALOR X1UND. SOCOFAR;7805633003205;10;0;4000
