Producto;Codigo;Stock;Costo;Precio;Categoria
CLORHEXIDINA 012 150ML CURAESPRING SABOR MENTA;7804673040072;2;0;3000;Antibióticos
CLOROFILA 30 CAPSULAS. ANC;7805357005981;0;0;7500;SIN CLASIFICAR
CLOROQUINA DISFOSFATO 250 MG. X20COMP. LAB CHILE;7800007153425;0;0;5000;Antimaláricos
CLORURO DE MAGNESIO;7805357001136;0;0;1200;Medicamentos y Productos Farmacéuticos
CLORURO DE SODIO / SUERO FIOLOGICO 20 ML.;4800573052231;0;0;500;Medicamentos y Productos Farmacéuticos
CLORURO DE SODIO 0.9 X1000 APIROFLEX;7800062005066;5;0;2000;Medicamentos y Productos Farmacéuticos
CLORURO DE SODIO 0.9% SOL.INY.;7806130014701;2;0;1500;Medicamentos y Productos Farmacéuticos
CLORURO DE SODIO 0.9% X500ML;7800062005035;0;0;1500;Medicamentos y Productos Farmacéuticos
CLORURO DE SODIO X500ML CS PISA SOLUCION INYECTABLE;7502268545215;74;0;1500;Medicamentos y Productos Farmacéuticos
CLORURO DE SOFDIO 250ML;7800062004816;3;0;1500;Medicamentos y Productos Farmacéuticos
CLORURO MAGNESIO SUPLEMENTO ALIMENTARIO X90CAPS LAB. ANC;7805357002126;0;0;5000;Medicamentos y Productos Farmacéuticos
CLOTRIMAZOL BETAMETASONA 15 G. HOSPIFARMA;7804640560480;0;0;1000;Fungicidas o antimicóticos
CLOTRIMAZOL BETAMETASONA DIPROPIONATO CREMA TOPICA X15G LAB OPKO;7804620834570;0;0;1000;Fungicidas o antimicóticos
CLOTRIMAZOL CREMA TOPICA 1% X20G LAB SCL;781159466878;0;0;500;Fungicidas o antimicóticos
CLOTRIMAZOL OVULOS 500MG X1 UND LAB PASTEUR;7800068030604;0;0;2500;Fungicidas o antimicóticos
CLOXACILINA SAL SODICA 500MG X12CAPS LAB. OPKO;7804620835881;87;0;2000;Antibióticos
CNP SELENIO 200MCG;799192383250;5;0;0;SIN CLASIFICAR
COBEFEN BETAMETASONA + DEXCLORFENIRAMINA MALEATO 0.25MG +2.00MG X30COMP LAB. SANITAS;7800038042187;20;0;9000;Corticosteroides, esteroides anabólicos
CODETOL PM ADULTO JARABE X120ML LCH TEVA;7800007724007;0;0;14000;SIN CLASIFICAR
COL VITALIS MANZANILLA LLANTEL SALVIA 90 CAPS;7803319000166;7;0;4500;SIN CLASIFICAR
COLAGENO FLEX;7805633025016;0;0;9500;SIN CLASIFICAR
colageno hidrolizado 30 sobres;7805633023203;0;0;10000;SIN CLASIFICAR
COLAGENO HIDROLIZADO 9 GR + CALCIO 500 MG + VITAMINA D3 800 U.I. 30 SOBRES;7800018000251;1;0;14000;Sales de calcio y reguladores del calcio
COLAGENO HIDROLIZADO BERRIES CAJ 30SOB SPL 318G;7805633019312;0;0;11000;SIN CLASIFICAR
COLAGENO HIDROLIZADO MARACUYA 30SOB SP-LIF 12GR;7805633013730;0;0;10000;SIN CLASIFICAR
COLCHICINA COMPRIMIDOS 0.5 MG X 40;8902281613592;11;0;2500;Fármacos antigota
COLECTOR ORINARIO 2LTS;7804995107200;0;0;1000;SIN CLASIFICAR
COLGATE CEP DEN TWISTER FRESH SUAVE X 2 UND;7702010130243;0;0;2500;SIN CLASIFICAR
COLGATE CREAMA DENTAL LUMINUOS WHITE X90G;7891024123027;0;0;3000;SIN CLASIFICAR
COLGATE KIDS 3X2;7804925543801;0;0;4500;SIN CLASIFICAR
COLGATE KIDS PLAX 250ML;7891024030806;0;0;6000;SIN CLASIFICAR
COLGATE LUMINOUS WHITE CARBON ACTIVADO X90G;7509546651057;1;0;3000;Antídotos, quelantes y eméticos
COLGATE PASTA DENTAL TRIPLE ACCION MENTA X75ML;7509546000985;0;0;1500;Dermatológicos, fanereos
COLGATE PLAX ICE INFINITY X180ML;7891024039625;2;0;1500;SIN CLASIFICAR
COLGATE SABOR BUBBLE FRUIT 75ML PASTA DE DIENTE MI VILLANO FAVORITO;7509546066776;12;0;3000;Dermatológicos, fanereos
COLGATE SENSITIVE PRO ALIVIO X110;7891024124628;1;0;4500;SIN CLASIFICAR
COLGATE TOTAL 12 CARBON 75ML;7509546683799;0;0;3000;Antídotos, quelantes y eméticos
COLGATE TOTAL PREVENCION ACTIVA;7509546052861;0;0;2000;SIN CLASIFICAR
COLGATE TOTAL PREVENCION ACTIVA;7509546654034;0;0;3000;SIN CLASIFICAR
COLGATE TRIPLE ACCION  100ML;7509546000343;10;0;1500;SIN CLASIFICAR
COLGATE TRIPLE ACCION 50 G. CREMA DENTAL;7891024131909;0;0;700;Fórmulas especificados por Minsal
COLGATE TRIPLE ACCION PASTA DENTAL 75ML X3UND COLGATE PALMOLIVE;7804925856031;21;0;3000;Dermatológicos, fanereos
COLGENO HIDROLIZADO PLUS NARANJA;7805633023111;0;0;13090;SIN CLASIFICAR
COLINA CELESTE NINOS. 210 ML.;7804945076167;0;0;2500;SIN CLASIFICAR
COLMAX CLONIXINATO DE LISINA 10COMP ANDR 125MG;7800034510840;0;0;1500;Analgésico
COLOCYNTHIS D6 MEDICAMENTO HOMEOPATICO X90 COMP LAB. KNOP;2000110415044;2;0;4000;SIN CLASIFICAR
COLOCYNTHIS D6 MEDICAMENTO HOMEOPATICO X90 COMP LAB. KNOP;84150462;0;0;5000;SIN CLASIFICAR
COLONIA AMARILLA BABYLAND BEBE. 210 ML.;7804945076150;0;0;2500;SIN CLASIFICAR
COLONIA BABY HIPOALERGENICA AMMENS X190ML;7804945005242;1;0;6800;SIN CLASIFICAR
COLONIA BRUT CLASSIC 100ML;7502221181252;0;0;12000;SIN CLASIFICAR
COLONIA BUBU HIPOALERGENICA X240ML;7809622000732;0;0;2000;SIN CLASIFICAR
COLONIA CLASICA REFRESCANTE ELITE X1000CC;10030806;0;0;4500;SIN CLASIFICAR
COLONIA FRESCA KADUS X750ML;7804947004908;0;0;3500;SIN CLASIFICAR
COLONIA GREEN 240ML BUBU;7809622000428;0;0;1400;SIN CLASIFICAR
COLONIA INGLESA CADUS X750ML;7804947004892;0;0;3500;SIN CLASIFICAR
COLONIA INGLESA ELITE X1000;10030783;0;0;5000;SIN CLASIFICAR
COLONIA INGLESA FRES X1000ML;7804945056312;0;0;5000;SIN CLASIFICAR
COLONIA INGLESA REFRESCANTE ANALIA X1000CC;7804603800004;0;0;3500;SIN CLASIFICAR
COLONIA NATALIE MIST DREAM 250ML;7804902045991;0;0;4500;SIN CLASIFICAR
COLONIA PARA HOMBRE. MUSK. 75 ML.;7805000045692;2;0;7850;SIN CLASIFICAR
COLONIA REFRESCANTE ANALIA X250CC;7804603800097;0;0;2500;SIN CLASIFICAR
COLONIA RODRIGO FLAÑO 100ML;7804986004556;0;0;8500;SIN CLASIFICAR
COLONIA SPRAY AVENGERS X175ML;7804915009232;0;0;4500;SIN CLASIFICAR
COLONIA SPRAY FROZEN 140 ML;7804915010771;0;0;11000;SIN CLASIFICAR
COLONIA SPRAY MINNIE MOUSE 140ML;7804915010757;0;0;4500;SIN CLASIFICAR
COLONIA SPRAY PAW PATROL X175ML;7804915009768;0;0;4500;SIN CLASIFICAR
COLONIA VERDE NINOS. 210 ML.;7804945076129;0;0;2200;Medicamentos y Productos Farmacéuticos
COLORANTE ROJO 1GR QUIM NATURA;9668786763659;0;0;500;SIN CLASIFICAR
COLPOTROPHINE PROMESTRIENO 10MG;7800007801920;0;0;29000;Medicamentos y Productos Farmacéuticos
COMBO ENCRESPADOR Y PINZA DE CEJAS;71603041257;0;0;6500;Dispositivos y accesorios médicos
COMBODART 0.5MG0.4MG X30COMP GSK;7800049900209;14;0;17000;SIN CLASIFICAR
COMPRESA FRIO CALOR 10X18;6920210726023;29;0;2500;Prendas textiles clínicas-quirúrgicas
COMPRESA FRIO CALOR 13X23;6920210726009;8;0;3000;Prendas textiles clínicas-quirúrgicas
COMPULXINE 37.5MG FENTERMINA CLORHIDRATO X30COMP BAGO B;7800028003563;11;0;13500;Estimulantes/anoréxicos
CONCENTRACION FLORES DE BACH 30ML;901000100021;0;0;5000;SIN CLASIFICAR
CONDON ALL PROTECTION X3UND;2910202012528;0;0;1000;SIN CLASIFICAR
CONDONES TRANSPARENTES DE LATEX X3UND DUREX;7756050000516;0;0;2500;SIN CLASIFICAR
CONTORNO DE OJOS CERAMIDE SKIN BARRIER COMPLEX X15ML;5031413938326;3;0;10000;SIN CLASIFICAR
CONTRALMOR BEATMETASONA + LIDOCAINA + OXIDO DE ZINC 1MG + 20MG + 250MG X6SUP LABORATOIO CHILE;7800007110459;0;0;16500;Anestésicos, analépticos y relacionados
CONTUMAX MACROGOL 3350 SO EN POLVO 17GR TECNOFARMA;7730766002644;0;0;18000;Otros equipos electrom. no especificados
COOLIPS CETIRIZINA DICLORHIDRATO 10COMP MINT 10MG;7800063310534;0;0;3000;Antihistamínicos
COPON GEL CAPILAR X220ML;7804969401136;0;0;3500;Dispositivos y accesorios médicos
COPON GEL x220ml;7804969401129;0;0;3500;SIN CLASIFICAR
COPOS DE ALGODON MULTIUSOS;7806545030389;0;0;1000;Algodón y relacionados
CORASOL D 8012.5MG 30 COMP. REC. TELMISARTAN 80HIDROCLOROTIAZIDA 125 MG;7800038001122;1;0;13500;Antihipertensivos
COREGA CREMA SABOR MENTA40 G;7794640171703;83;0;9500;Fórmulas especificados por Minsal
COREGA CREMA SIN SABOR 70 G;7794640171758;0;0;14500;Fórmulas especificados por Minsal
COREGA SABOR MENTA 20 G;7794640171710;38;0;6500;SIN CLASIFICAR
COREGA SIN SABOR 40 G;7794640171741;0;0;9500;SIN CLASIFICAR
COREGA TABS TABLETAS LIMPIADORAS 30 UND. LAB. GSK;7794640171420;0;0;6000;SIN CLASIFICAR
COREGA ULTRA FIJADOR DENTADURAS EN POLVO 50 G;7896009490682;0;0;11000;Dispositivos y accesorios médicos
COREGA ULTRA MAXIMA FIJACION Y COMODIDAD 40G;7501065025791;0;0;10000;SIN CLASIFICAR
CORENTEL 5 BISOPROLOL FUMARATO 5MG X30COMP LAB. MEGALABS;7730969300943;9;0;8000;Antihipertensivos
CORENTEL COMPRIMIDOS 2.50 MG X 30 BISOPROLOL FUMARATO;7730969302312;0;0;5500;Antihipertensivos
CORITEX FORTE BETAMETASONA 1MG X30ML LAB. BAGO;7800028005604;0;0;20000;Corticosteroides, esteroides anabólicos
CORPLUS SUPLEMENTO ALIMENTICIO X30CAPS LAB. BAGO;7800028005574;0;0;21000;Vitaminas, minerales y oligoelementos
CORRECTOR LIQUIDO BROWN DOLCE BELLA 9G;7708951146794;0;0;2000;SIN CLASIFICAR
CORRECTOR LIQUIDO TAN DOLCE BELLA 9G;FVCLT;0;0;2000;SIN CLASIFICAR
CORTA CALLOS CON REPUESTOS;CORTACALLOS;0;0;1500;SIN CLASIFICAR
CORTA CALLOS PREFACE;4026449370043;0;0;3000;SIN CLASIFICAR
CORTA CUTICULA PROLEVEL;7709845461672;0;0;6500;SIN CLASIFICAR
CORTA PASTILLAS BH;6921199335534;6;0;2000;SIN CLASIFICAR
CORTA UÑAS CHICO;071603002098;2;0;1500;SIN CLASIFICAR
CORTA UNAS GRANDE;71603002128;0;0;3500;SIN CLASIFICAR
CORTADOR DE PASTILLAS;7805633020462;8;0;1500;SIN CLASIFICAR
CORTAUNAS CURVO PEQUENO;8424559090145;0;0;1500;SIN CLASIFICAR
CORTAUNAS GRANDE;7892065359888;0;0;1500;SIN CLASIFICAR
CORTAUNAS PARA MANOS ANTIDESLIZANTE;7805633019275;0;0;1000;SIN CLASIFICAR
CORTIPREX PREDNISONA 20MG X20COMP LAB. TEVA;7800007313645;5;0;6000;Corticosteroides, esteroides anabólicos
COSMAIC SEPARADOR DE DEDOS ROSA CELESTE N.106 2 UND. LAB. COSMAIC;8839210140;0;0;500;SIN CLASIFICAR
COTIDIAM PREMIUM X20;7806500775867;4;0;17000;SIN CLASIFICAR
COTIDIAN SABANILLA 8 UNIDADES;7806500771050;21;0;8500;Ropa blanca del hospital
COTONES 100UND;8424559081150;0;0;1000;SIN CLASIFICAR
COTONITOS ALGODON 200 UNIDADES;7806545030174;0;0;1500;Algodón y relacionados
COTONITOS BASTONCITOS CON ALGODON 100 UNI. LASTRADE HNOS;7806545030372;0;0;1000;Algodón y relacionados
COTONITOS SIMONDS BARILLA DE PAPEL 200UND;7804945002197;0;0;2000;Dispositivos y accesorios médicos
COTRIMOXAZOL 20 COMP MILAB;7800063110134;0;0;2000;SIN CLASIFICAR
COXIRA 200 CELOCOXIB 200MG;7804650885757;0;0;2500;SIN CLASIFICAR
CRANBERRY APOSITO 13X23CM UND;44A6ASCANBT0AY;0;0;500;Dispositivos y accesorios médicos
CRANBERRY APOSITO ALGINATO DE CALCIO 10 x 10 CM. 1 UND. LAB. REUTTER;7806130008236;0;0;2000;Dispositivos y accesorios médicos
CRANBERRY APOSITO TRANSPARENTE DE FIJACION 6.5 x 7 CM. 1 UND. LAB REUTTER;7806130017023;0;0;1000;Dispositivos y accesorios médicos
CRANBERRY GASA HIDROFILA ESTERIL;7806130007949;0;0;500;Dispositivos y accesorios médicos
CRANBERRY GASA NO TEJIDA 5X5;7806130014497;6;0;3000;Dispositivos y accesorios médicos
CRANBERRY JERINGA DESECHABLE X20ML X1UND REUTTER;7806130013742;0;0;500;Jeringas y accesorios
CRANBERRY MASCARILLA CON ELASTICO 50 UND.;95z51631114625;0;0;1500;Dispositivos y accesorios médicos
CRANBERRY PARCHE ADHESIVO REDONDO ESTERIL 100UND LAB. REUTTER;7806130010963;0;0;1500;Dispositivos y accesorios médicos
CRANBERRY PERA DE GOMA No.4 1 UND. LAB. REUTTER;7806130200128;0;0;1800;Agujas inyección, aspirac. y accesorios
CRANBERRY SET DE ADMINISTRACION DE SOLUCION MACROGOTA;7806130010345;0;0;1000;Otras sales
CRANBERRY TELA ADHESIVA 5X9 PAPEL MICROP;7806130012189;2;0;5500;Cintas adhesivas y productos relacionado
CRANBERRY TELA ADHESIVA PAPEL MICROPOROSA 25CMS X 9MTS X1UND. REUTER;7806130013506;42;0;1500;Cintas adhesivas y productos relacionado
CRANBERRY TERMOMETRO CLINICO DIGITAL 1 UND.;7806130006980;0;0;2500;Dispositivos y accesorios médicos
CRANBERRY TERMOMETRO CLINICO DIGITAL 1 UND. LAB. REUTTER;7806130011748;0;0;2500;Dispositivos y accesorios médicos
CRANBERRY X470MG X60CAPS FUENTE VITAL;737186551544;0;0;4500;SIN CLASIFICAR
CRATAEGUS COMPUESTO GOTAS ORALES X30ML KNOP;2000341103253;0;0;6000;SIN CLASIFICAR
CRATAEGUS T.M. MEDICAMENTO HOMEOPATICO 50 COMP. LAB. KNOP;2010120015332;0;0;4000;SIN CLASIFICAR
CREATINA X300GR;659525184353;8;0;11000;SIN CLASIFICAR
CREATINE 100CAPS FU-EN 60G;5545648913213;0;0;11000;SIN CLASIFICAR
CREATINE MONOHYDRATE X300G NUTRA PHARM;7809576419390;0;0;14000;SIN CLASIFICAR
CREM DEPILATORIA NORMAL 100ML VEE6;8002990292092;12;0;6000;SIN CLASIFICAR
CREM. DEPILATORIA PARA DUCH150ML VEET;7501058769541;2;0;7500;SIN CLASIFICAR
CREM. DEPILATORIA PIEL SENS. 100ML VEET;8002990292139;11;0;6000;SIN CLASIFICAR
CREMA 10 UREA 250 G. DIABET TX X250G;7798140258285;4;0;13000;Fórmulas especificados por Minsal
CREMA ADHESIVA COREGA SSABOR 20G;7794640171734;0;0;6500;Fórmulas especificados por Minsal
CREMA ADHESIVA MAYON ULTRA 40GR;7804972000227;0;0;5800;Fórmulas especificados por Minsal
CREMA ALISADORA ANTI-RUGOSIDADES CERAVE X 340MG;3337875684101;6;0;19000;Fórmulas especificados por Minsal
CREMA ANTIARRUGAS 200 GRS.;650240032738;7;0;7600;Fórmulas especificados por Minsal
CREMA ANTIARRUGAS ROSITA 60G CICATRICURE;650240027857;0;0;17000;Fórmulas especificados por Minsal
CREMA ANTITRANSPIRANTE FULL PROTECT;7804900667539;0;0;4200;Fórmulas especificados por Minsal
CREMA AZUFRADA AL 6 50 G;7800044000096;0;0;2000;Fórmulas especificados por Minsal
CREMA CLOTRIMAZOL 1 20 G. LAB CHILE;7800007143709;0;0;1000;Fórmulas especificados por Minsal
CREMA COREGA SABOR MENTA 70 G;7794640171765;0;0;14000;Fórmulas especificados por Minsal
CREMA CORPORAL COLAGENO REAFIRMANTE HIDRATANTE X750ML;7804907980570;0;0;7000;Fórmulas especificados por Minsal
CREMA CORPORAL CON DEXPANTENOL Y MANTECA DE KARITE X400ML;4005900259639;8;0;15000;Fórmulas especificados por Minsal
CREMA CORPORAL DERMO CREAM SIMONDS X400ML;7804945015494;13;0;7500;Fórmulas especificados por Minsal
CREMA CORPORAL HIDRATACION EXPRESS 5 EN 1 X1000ML;4005808736072;0;0;8500;Fórmulas especificados por Minsal
CREMA CORPORAL NIVEA REGENERACION INTENSA X1000ML;4005900685971;6;0;11500;Fórmulas especificados por Minsal
CREMA CORPORAL NUTRITIVA X400ML;7809634802904;0;0;5000;Fórmulas especificados por Minsal
CREMA CORPORAL SOFT MILK 5 EN 1 X1000;4005900491053;8;0;9000;Fórmulas especificados por Minsal
CREMA DE AFEITAR NIVEA MEN 100 ML.;4005900392602;0;0;4000;Fórmulas especificados por Minsal
CREMA DE AFEITAR NIVEA MEN SENSITIVE 100 ML.;4005808588961;0;0;5000;Fórmulas especificados por Minsal
CREMA DE AFEITAR REFRESCANTE WILLIAMS MENTOL;7804902001140;0;0;5200;Fórmulas especificados por Minsal
CREMA DE AFEITAR SENSITIVE SKINBRACER MENCARE 100G;7804902030102;0;0;3500;Fórmulas especificados por Minsal
CREMA DE AFEITAR SUAVIZANTE ALOE VERA WILLIAMS;7804902001133;0;0;4500;Fórmulas especificados por Minsal
CREMA DE DIA Y DE NOCHE DOLCE BELLA SKIN CARE DUO;7708089795178;0;0;6500;Fórmulas especificados por Minsal
CREMA DE JOJOBA+ ACEITE DE JOJOA 50 ML. + 13 ML. LAB. ETTERNA;75613047669244;0;0;10000;Fórmulas especificados por Minsal
CREMA DE LECHUGA SOFT CON PANTENOL Y VITAMINA E DUO 110ML+55ML;7800004000951;0;0;4500;Fórmulas especificados por Minsal
CREMA DE MANOS CASTANA PIELARMINA HIPOALERGENICA X 70G;7804907988965;0;0;1500;Fórmulas especificados por Minsal
CREMA DE MANOS CON EXTRACTO DE TE VERDE X70G;7804907981522;0;0;1500;Fórmulas especificados por Minsal
CREMA DE MANOS DERMO CREAM SIMONDS X80ML;7804945015203;0;0;2500;Fórmulas especificados por Minsal
CREMA DE MANOS MAQUI PIELARMINA 70G.;7804907988934;0;0;1500;Fórmulas especificados por Minsal
CREMA DE MANOS MIA ACEITE DE COCO;7805633021360;0;0;1500;Fórmulas especificados por Minsal
CREMA DE MANOS MORA;7805633021711;0;0;1000;Fórmulas especificados por Minsal
CREMA DE MANOS PIELARMINA ROSA MOSQUETA 70 G.;7804907988927;0;0;1500;Fórmulas especificados por Minsal
CREMA DE NOCHE REGENERADORA TODO TIPO DE PIEL NIVEA 50ML;4005808547777;0;0;6000;Fórmulas especificados por Minsal
CREMA DE PEINAR SEDAL CON CELULAS MADRE 300ML;7702006301565;0;0;3000;Fórmulas especificados por Minsal
CREMA DE VASELINA EMULSIONADA SIMONDS BABY X650ML;7804945001435;8;0;5000;Fórmulas especificados por Minsal
CREMA EMULSIONADA DE VASELINA SIMOND1S BABY 270ML;7804945001404;0;0;3000;Fórmulas especificados por Minsal
CREMA EMULSIONADA DE VASELINA SIMONDS BABY 360 ML.;7804945001428;4;0;3500;Fórmulas especificados por Minsal
CREMA FACIAL ACLARADORA. 100 GRS.;650240032684;6;0;5700;Fórmulas especificados por Minsal
CREMA FACIAL DE DIA MATIFICANTE 24HRS ALOE VERA PIEL MIXTA Y GRASA X50ML NIVEA;4005900963727;0;0;6000;Fórmulas especificados por Minsal
CREMA FACIAL DE DIA NUTRITIVA 24H HIDRATACION X50ML NIVEA;4005808553006;0;0;6000;Fórmulas especificados por Minsal
CREMA FACIAL DE DIA REFRESCANTE 24HRS X50ML NIVEA;4005808547760;0;0;6000;Fórmulas especificados por Minsal
CREMA FACIAL HIDRATANTE EN GEL CERAMIDE X50ML;5031413938319;0;0;6500;Fórmulas especificados por Minsal
CREMA FACIAL HIDRATANTE. 250ML. NIVEA;4005800137686;0;0;6500;Fórmulas especificados por Minsal
CREMA HIDRA TOTAL 5 DIA ANTI-ARRUGAS X50ML LOREAL PARIS;7509552912012;0;0;7500;Fórmulas especificados por Minsal
CREMA HIDRA TOTAL 5 DIA HUMECTANTE LOREAL PARIS X50ML;7506078984172;0;0;6000;Fórmulas especificados por Minsal
CREMA HIDRA TOTAL 5 FPS17 X50ML LOREAL PARIS;7509552907964;0;0;6500;Fórmulas especificados por Minsal
CREMA HIDRAPLUS ESENCIA COCO PREFACE MANOS Y CUERPO X220ML;7804969155756;0;0;5500;Fórmulas especificados por Minsal
CREMA HIDRATANTE CERAMIDE 454ML;5031413938357;7;0;9000;Fórmulas especificados por Minsal
CREMA HIDRATANTE GOICOECHEA DIABET TX X50G;7798140253259;0;0;6000;Fórmulas especificados por Minsal
CREMA HIDRATANTE REPARADORA DE PIES BROOKS X75ML;7804902045946;0;0;5000;Fórmulas especificados por Minsal
CREMA HIDRATANTE SENIOR CARE DERMICA X500G;7808718200742;0;0;7140;Fórmulas especificados por Minsal
CREMA HUMECTACION DELICADA LUBRIDERM X400ML;7790010003056;0;0;7000;Fórmulas especificados por Minsal
CREMA HUMECTACION DIARIA LUBRIDERM X200ML;7702031244493;0;0;4000;Fórmulas especificados por Minsal
CREMA HUMECTANTE TEATRICAL CON CELULAS MADRE Y AGUACATE 200GR.;650240027581;0;0;6000;Fórmulas especificados por Minsal
CREMA HYALURON FILLER DIA EUCERIN ANTI EDAD X51G;4005800021930;0;0;30000;Fórmulas especificados por Minsal
CREMA ISDIN WOMAN ANTIESTRIAS ANTI-STRETCH MARKS X245ML;8429420184527;0;0;21000;Fórmulas especificados por Minsal
CREMA LECHUGA;7800004029020;5;0;3000;Fórmulas especificados por Minsal
CREMA LECHUGA 60ML;7800004029037;0;0;2500;Fórmulas especificados por Minsal
CREMA LUBRIDERM 200ML + 120ML DUO;7804623850348;0;0;5500;Fórmulas especificados por Minsal
CREMA LUBRIDERM HUMECTACION DELICADA X200ML;7702031244547;0;0;4500;Fórmulas especificados por Minsal
CREMA MEN. 400 ML. LUBRIDERM;7702031927310;0;0;8500;Fórmulas especificados por Minsal
CREMA NATURAL PEPINO SOFI PREFACE X220ML;7804969214521;0;0;7500;Fórmulas especificados por Minsal
CREMA NATURAL PEPINO SOFT 60ML PREFACE;FVCPS;0;0;4500;Fórmulas especificados por Minsal
CREMA NIVEA 60 ML.;4005800137679;10;0;2800;Fórmulas especificados por Minsal
CREMA NUTRITIVA - HIDRATANTE CON VITAMINA A BAGOVIT;7800028002580;1;0;13000;Fórmulas especificados por Minsal
CREMA NUTRITIVA NOCHE DOLCE BELLA X60G;7709261888527;0;0;3500;Fórmulas especificados por Minsal
CREMA PARA CABELLO ELVIVE CABELLO LARGOCON FRIZZ 300ML;7509552843729;0;0;4620;Fórmulas especificados por Minsal
CREMA PARA LAS MANOS 5 UREA EUCERIN UREA REPAIR;4005800164330;0;0;17000;Fórmulas especificados por Minsal
CREMA PARA LAS MANOS MIA 50ML MIA;7805633021353;0;0;1500;Fórmulas especificados por Minsal
CREMA PARA LAS MANOS PH5 EUCERIN X75ML 5 DEXPANTENOL;4005800631542;0;0;13000;Fórmulas especificados por Minsal
CREMA PARA MANOS LECHUGA 75G ANTIMANCHAS MAVER;7800004002528;0;0;1500;Fórmulas especificados por Minsal
CREMA PARA MANOS LECHUGA ARGAN HIDRATANTE;7800004004294;0;0;1500;Fórmulas especificados por Minsal
CREMA PARA MANOS PIELARMINA COLAGENOMANTECA KARITE 70 G.;7804907981539;0;0;2000;Fórmulas especificados por Minsal
CREMA PARA MANOS PIELARMINA PARAFINA HIPOALERGENICOS X70G;7804907988958;0;0;2000;Fórmulas especificados por Minsal
CREMA PARA MANOS REPARACION INTENSA PIELARMINA UREA 10 X70G;7804907988972;0;0;2500;Fórmulas especificados por Minsal
CREMA PARA MANOS REPARADORA CICALFATE X100ML;3282779416139;0;0;10000;Fórmulas especificados por Minsal
CREMA PARA MANOS Y UNAS HUMECTANTE PREFACE 100G;7804969151086;0;0;3000;Fórmulas especificados por Minsal
CREMA PARA PEINAR 3X MENOS FRIZZ X300ML LOREAL;7509552970524;0;0;5500;Fórmulas especificados por Minsal
CREMA PARA PEINAR PANTENE PRO V KERATINA X300ML;7500435241076;0;0;5000;Fórmulas especificados por Minsal
CREMA PARA PEINAR SEDAL CON OLEO DE ALMENDRAS VITAMINA C Y KERATINA X300ML;7891150040175;0;0;2800;Fórmulas especificados por Minsal
CREMA PARA PEINAR SEDAL RIZOS DEF 300ML;7891150040182;1;0;3000;Fórmulas especificados por Minsal
CREMA PARA PIERNAS ARNICA EFECTO DESCANSO X1000 GOICOECHEA;650240032905;0;0;12000;Fórmulas especificados por Minsal
CREMA PARA PIERNAS DOBLE MENTOL Y CENTELLA ASIATICA GOICOECHEA X400ML;650240055867;0;0;10000;Fórmulas especificados por Minsal
CREMA PARA PIERNAS GOICOCHEA ARNICA Y MANZANILLA 400ML;650240032356;0;0;10000;Fórmulas especificados por Minsal
CREMA PARA PIES HUMECTANTE X75G;7804969151062;0;0;3500;Fórmulas especificados por Minsal
CREMA PARAFINA Y UREA. MANOS Y UNAS;7804969151215;0;0;2800;Fórmulas especificados por Minsal
CREMA PATRICIZZIO DERMO ITALIA ANTIAGE PRO X2UND DIA Y NOCHE;7804907979611;0;0;9500;Fórmulas especificados por Minsal
CREMA PROTECTORA ANTIOXIDANTE RAYITO DE SOL X50G;7804907972254;0;0;2000;Fórmulas especificados por Minsal
CREMA RELIPIDIZANTE 200ML FOUCHARD;7804612010449;0;0;13000;Fórmulas especificados por Minsal
CREMA REPARADORA DE PIES PIELARMINA CLINICAL X75G;7804907796560;3;0;3500;Fórmulas especificados por Minsal
CREMA REPELEX HIPOALERGENICO X80GRS KIDS SANITAS;7800038000422;4;0;3000;Fórmulas especificados por Minsal
CRONOTAN 20 COMPRIMIDOS EFERVESCENTES;7809591403268;0;0;9000;SIN CLASIFICAR
CRONUS PARACETAMOL + TRAMADOL CLORHIDRATO 325MG + 37.5MG X20COMP LAB. TECNOFARMA;7800070000541;7;0;15000;Analgésico
CS PISA CLORURO DE SODIO X250ML;7502268544980;0;0;1500;Medicamentos y Productos Farmacéuticos
CUAJO 100GR. DROGUERIA NUNOA;7808705406263;47;0;5000;SIN CLASIFICAR
CUAJO 50 GR. PHARMASAN;7808705406362;10;0;2800;SIN CLASIFICAR
CURAPLAST VENDAS ADHESIVAS X100UND. LAB. DIFEM;7801000223313;0;0;2500;SIN CLASIFICAR
CURAPROX ORTHODONTIC ULTRA SOFT;7612412700077;0;0;6780;SIN CLASIFICAR
CURAPROX SOFT 1560;7612412156003;0;0;5500;SIN CLASIFICAR
CUTICELL CLASSIC 10CM X 10 CM;4042809224160C;0;0;1000;SIN CLASIFICAR
CYNARA COMPUESTA MEDICAMENTO HOMEOPATICO X30 ML LAB. XIMENA POLANCO;7800085000079;0;0;6000;SIN CLASIFICAR
D-HISTAPLUS SO DESLORATADINA 2.55ML 100ML PASTEUR;7800068010095;0;0;3000;Antihistamínicos
D.VIDAMAX VITAMINA D3 POLVO SUSP. ORAL 11 G. 4 SOBRES ANDROMACO;7800018001272;14;0;28000;Vitaminas, minerales y oligoelementos
D6 ACIDUM PHOSPHORICUM D4 2MG X 90 COMP. LAB. KNOP;2000110410292;4;0;3500;SIN CLASIFICAR
