Código genérico,Nombre producto genérico,Descripción producto genérico,Tipo producto,Código ONU,Clasificación ONU,Clasificación interna,Estado Código genérico,Canasta Intermediación,Canasta Esencial de Medicamentos,Fecha inicio abastecimiento,Estado producto Intermediación,Motivo eliminación Intermediación,Canasta Programa Ministerial,Detalle Programas Ministeriales,Canasta Farmacia Privada,Prioridad
100001889,SUST PROTEICO S/MTVI -30G PROT/100 G X G,"SUSTITUTO PROTEICO LIBRE DE METIONINA, TREONINA, VALINA E ISOLEUCINA(AP/AMM),  CON 30 G - 25 GRAMOS  DE PROTEINA/100GRAMOS DE PRODUCTO,ENVASADO HASTA 1000 G CON SELLO QUE ASEGURE INVIOLABILIDAD DELCONTENIDO. UNIDAD GRAMO.",Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,,,,
100001890,SUST PROTEICO S/MTVI -77G PROT/100 G X G,"SUSTITUTO PROTEICO LIBRE DE METIONINA, TREONINA, VALINA E ISOLEUCINA(AP/AMM),  CON 77 G - 40 GRAMOS  DE PROTEINA/100GRAMOS DE PRODUCTO,ENVASADO HASTA 1000 G CON SELLO QUE ASEGURE INVIOLABILIDAD DELCONTENIDO. UNIDAD GRAMO.",Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,,,,
100001891,SUST PROTEICO S/VIL -15 G PROT/100 G X G,"SUSTITUTO PROTEICO LIBRE DE VALINA, ISOLEUCINA Y LEUCINA (EOJA o MSUD),CON 15 G - 13 G DE PROTEINA /100 GRAMOS DE PRODUCTO,  ENVASADO HASTA1000 G CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. UNIDAD GRAMO.",Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,,,,
100001892,SUST PROTEICO S/VIL -30 G PROT/100 G X G,"SUSTITUTO PROTEICO LIBRE DE VALINA ISOLEUCINA Y LEUCINA (EOJA o MSUD),CON 30 G - 25 G DE PROTEINA /100GRAMOS DE PRODUCTO,  ENVASADO HASTA 1000G CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. UNIDAD GRAMO.",Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,,,,
100001893,SUST PROTEICO S/VIL -40 G PROT/100 G X G,"USTITUTO LACTEO LIBRE DE VIL (VALINA, ISOLEUCINA Y LEUCINA) CON 40 GPROTEINAS/100 G O SU EQUIVALENTE HASTA 35 G PROT/100 G DE PRODUCTO TARRORESISTENTE HASTA 1000 G CON SELLO QUE ASEGURE INVIOLABILIDAD DELCONTENIDO. UNIDAD GRAMO.",Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,,,,
100001894,SUST PROTEICO S/VIL -77 G PROT/100 G X G,"SUSTITUTO PROTEICO LIBRE DE VALINA ISOLEUCINA Y LEUCINA (EOJA o MSUD),CON 77 G - 40 G DE PROTEINA /100GRAMOS DE PRODUCTO,  ENVASADO HASTA 1000G CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. UNIDAD GRAMO.",Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,,,,
100001895,SUST LACTEO S/FENILA- PROT 10-24G xGRAMO,"FORMULA ESPECIAL PARA ADMINISTRACION A PACIENTE CON FENILCETONURIA (PKU) CON 10 A 24 G DE PROTEINA/100G DE PRODUCTO. ENVASADO EN TARRO HASTA 1000 GRAMOS, UNIDAD DE DESPACHO EN CAJA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIO SERA EVALUADO POR GRAMOS.COTIZAR POR GRAMOS.",Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,Programas Ministeriales,Prog. Nac. Alim. Cplm. (PNAC),,
100001896,SUST LACTEO PREESC S/FENILA-PROT 30G x G,SUSTITUTO LACTEO O PROTEICO SIN FENILALANINA CONCENTRACION PROTEICA30G/100G O SU EQUIVALENTE HASTA 25 G PROTEINA /100 G DE PRODUCTO.ENVASADO EN TARRO RESISTENTE HASTA 1000 G HASTA CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. UNIDAD GRAMOS.,Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,,,,
100001897,SUST LACTEO S/FENILA- PROT 25-38G xGRAMO,"FORMULA ESPECIAL PARA ADMINISTRACION A PACIENTE CON FENILCETONURIA (PKU) CON 25 A 38 G DE PROTEINA/100G DE PRODUCTO. ENVASADO EN TARRO HASTA 1000 GRAMOS, UNIDAD DE DESPACHO EN CAJA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIO SERA EVALUADO POR GRAMOS.COTIZAR POR GRAMOS.",Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,Programas Ministeriales,Prog. Nac. Alim. Cplm. (PNAC),,si
100001899,SUST LACTEO S/FENILA- PROT 39-60G xGRAMO,"FORMULA ESPECIAL PARA ADMINISTRACION A PACIENTE CON FENILCETONURIA (PKU) CON 39 A 60 G DE PROTEINA/100G DE PRODUCTO. ENVASADO EN TARRO HASTA 1000 GRAMOS, UNIDAD DE DESPACHO EN CAJA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIO SERA EVALUADO POR GRAMOS.COTIZAR POR GRAMOS.",Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,Programas Ministeriales,Prog. Nac. Alim. Cplm. (PNAC),,si
100001900,VAC TRIV ANTIINFLUENZA PEDIATRIC JRPX1DO,"VACUNA ANTIINFLUENZA TRIVALENTE PARA LA PREVENCIÓN DE INFLUENZA EN NIÑOSDE 6 A 35 MESES DE EDAD, PRESENTACION EN JERINGA PRELLENADA. SUCOMPOSICIÓN DEBERÁ CUMPLIR CON LA RECOMENDACION DE LA ORGANIZACIÓNMUNDIAL DE LA SALUD PARA LA TEMPORADA 2017 EN EL HEMISFERIO SUR. ENVASERESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO.",Refrigerados,51201608,Vacuna antigripal,"Vacunas, antígenos y toxoides",Inactivo,,0,,,,,,,
100001902,CALCIO/VITAMINA D 450A600 MG/400UI CM/CP,"CALCIO CARBONATO EQUIVALENTE A 450 A 600 MG DE CALCIO ELEMENTAL Y COLECALCIFEROL EQUIVALENTE A 400 UI DE VIT D3, COMPRIMIDO O COMPRIMIDO RECUBIERTO O CAPSULA, ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA O COMPRIMIDO.",Fármacos,51182403,Gluconato de calcio,Sales de calcio y reguladores del calcio,Activo,Intermediación,1,12/10/2011,OK,,,,Farmacias Privadas,si
100001903,CLORAMFENICOL 1% UNG OFT 3 A 5 G TU-PO,CLORANFENICOL 1% UNGUENTO OFTALMICO 3 A 5 GRAMOS ENVASADO EN TUBO OPOMO. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. PRECIO SERA EVALUADO POR GRAMO. COTIZAR POR TUBO O POMO.,Fármacos,51101503,Cloranfenicol,Oftálmicos,Activo,Intermediación,1,21/12/2010,OK,,,,Farmacias Privadas,si
100001904,"CLORFENAMINA 2,0 A 2,5 MG/5 ML JAR X ML","CLORFENAMINA MALEATO JARABE 2,0  A 2,5 MG/5 ML FRASCO HASTA 100 MLENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO.UNIDAD MILILITRO (ML).",Fármacos,51161630,Maleato de clorfenir,Antihistamínicos,Inactivo,,0,,,,,,,
100001905,VALGANCICLOVIR 450 MG CM REC.,VALGANCICLOVIR 450 MG COMPRIMIDO RECUBIERTO ENVASADO EN FRASCO HASTA 120COMPRIMIDOS O EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO RECUBIERTO.,Fármacos,51102333,Clorhidrato de valga,Antivirales,Activo,Intermediación,1,22/9/2016,OK,,,,,si
100001906,"GENTAMICINA 0,3% UNGÜEN OFT TU/PM 3 A 5G","GENTAMICINA 0,3 % UNGUENTO OFTALMICO TUBO O POMO 3 A 5 G. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIOSERA EVALUADO POR G. COTIZAR POR TUBO O POMO.",Fármacos,51101584,Gentamicina,Oftálmicos,Activo,Intermediación,1,21/12/2010,OK,,,,Farmacias Privadas,si
100001907,LEVETIRACETAM 500 MG CM REC,LEVETIRACETAM 500 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO RECUBIERTO.,Fármacos,51141518,Levetiracetam,"Anticonvulsivantes, antiepilépticos",Activo,Intermediación,1,20/12/2010,OK,,,,Farmacias Privadas,si
100001908,MOMETASONA 50 MCG/DO SUS. NASAL NEB FRA,MOMETASONA 50 MCG/DOSIS SUSPENSION PARA NEBULIZACION NASAL FRASCO 120 A140 DOSIS. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. PRECIO SERA EVALUADO POR DOSIS. COTIZAR POR FRASCO.,Fármacos,51181749,Furoato de mometason,"Antigripales, descongestionantes nasales",Activo,Intermediación,1,17/10/2014,OK,,,,Farmacias Privadas,si
100001909,PREDNISOLONA 1% SUSP OFTALM FRA 5 ML,PREDNISOLONA  1% SUSPENSION OFTALMICA MICRONIZADA FRASCO 5 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZARPOR FRASCO.,Fármacos,51181751,Fosfato sódico de pr,Oftálmicos,Activo,Intermediación,1,21/12/2010,OK,,,,Farmacias Privadas,si
100001910,TERBINAFINA 250 MG CM/CM REC.,TERBINAFINA 250 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO O COMPRIMIDO RECUBIERTO.,Fármacos,51101818,Hidrocloruro de terb,Fungicidas o antimicóticos,Activo,Intermediación,1,7/12/2010,OK,,,,Farmacias Privadas,si
100001911,TOBRAM/DEXAMET 3/1MG SUSP.OFT FRA 3 A5ML,TOBRAMICINA/DEXAMETASONA 3MG/1MG/1ML SUSPENSION OFTALMICA FRASCO DE 3 A5 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. PRECIO SERA EVALUADO POR ML. COTIZAR POR FRASCO.,Fármacos,51101582,Tobramicina,Oftálmicos,Activo,Intermediación,1,21/12/2010,OK,,,,Farmacias Privadas,si
100001912,"CLOBETASOL 0,05% CREMA DERMICA X GRAMO","CLOBETASOL PROPIONATO  0,05% CREMA DERMICA (TOPICA) TUBO O POMO HASTA 45GRAMOS. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR GRAMO.",Fármacos,51181742,Propionato de clobet,"Dermatológicos, fanereos",Inactivo,,0,,,,,,,
100001913,MCF PACK EXTRACC COMP AUTOPURE 32A,"MATERIAL DE CONTINUIDAD DE FUNCIONAMIENTO: PACK COMPUESTO POR KIT DEEXTRACCION DE MATERIAL GENETICO (ADN/ARN) COMPATIBLE CON EQUIPOS DEEXTRACCION ALLSHENG AUTOPURE 32A MAS LOS ACCESORIOS SUFICIENTES PARAGENERAR TODO EL PROCESO DE EXTRACCION. COMPONENTE 1 DEL PACK: KIT PARAEXTRACCION DE MATERIAL GENETICO (ADN/ARN), COMPATIBLE PARA LAAMPLIFICACION DE VIRUS ZIKA,DENGUE Y CHIKUNGUNYA, EN ENVASE INDIVIDUAL,RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. DEBETENER ENTRE 1 Y 500 REACCIONES. EL KIT DEBE SER COMPATIBLE CON EQUIPO DEEXTRACCION:  ALLSHENG AUTOPURE 32A. COMPONENTE 2 DEL PACK: DEBE INCLUIRTODOS LOS CONSUMIBLES, PLASTICOS, ADAPTADORES, SOLUCION (ES) DEDESCONTAMINACION SUPERFICIAL Y REACTIVOS NECESARIOS PARA ELPROCESAMIENTO DE LA MUESTRA HASTA LA OBTENCION DEL MATERIAL GENETICOPARA SU AMPLIFICACION; DEBEN SER PROPORCIONAL EN NUMERO PARA PRODUCIR ELTOTAL DE REACCIONES DEL KIT Y DEBEN SER COMPATIBLE CON EQUIPO EXTRACCIONANTES MENCIONADO. LOS COMPONENTES 2 DEL PACK, PUEDEN ESTAR INCLUIDOSDENTRO DEL KIT O POR SEPARADO. EL PRECIO SERA EVALUADO POR NUMERO DEEXTRACCIONES. COTIZAR POR PACK.",Insumos,41116104,Kits de ensayo quími,Kit de diagnóstico,Activo,Intermediación,0,,OK,,,,,
100001914,MIDOSTAURINA 25 MG CP/CM REC,MIDOSTAURINA 25 MG CAPSULA BLANDA O COMPRIMIDO RECUBIERTO ENVASADO ENBLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR CAPSULA BLANDA O COMPRIMIDO RECUBIERTO.,Fármacos,51111606,Hidroxiurea,Inhibidores quinasa,Activo,,0,,,,,,,si
100001915,SOMATROPINA HUM. REC .CRT/CAR 15 O 16 UI,"SOMATROPINA HUMANA RECOMBINANTE ENVASE DE 15 O 16 UI EN FRASCO AMPOLLA,CARTRIDGE, CARTUCHO O DISPOSITIVO. ENVASE RESISTENTE CON SELLOQUEASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR EN UNIDADESINTERNACIONALES (UI).",Refrigerados,51182302,Somatropina,H. del crecimiento e inhibidores,Inactivo,,0,,,,Programas Ministeriales,Homorna Crecimiento,,
100001916,EPOETINA ALFA-BETA HUMANA RECOMB 4000 UI,"EPOETINA ALFA O BETA HUMANA RECOMBINANTE 4000 UI PARA ADMINISTRACIONINTRAVENOSA, SUBCUTANEA EN JERINGA PRELLENADA O FRASCO AMPOLLA U OTRAPRESENTACION APROBADA POR REGISTRO SANITARIO. ENVASE RESISTENTE CONSELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLAO JERINGA PRELLENADA.",Refrigerados,51131506,Eritropoyetina,Medicamentos antianémicos,Activo,Intermediación,1,16/12/2010,OK,,,,,si
100001917,"ANAKINRA 100MG/0,67ML SOL. INY. JPR.","ANAKINRA 100 MG / 0,67 ML SOLUCION INYECTABLE JERINGA PRELLENADA. ENVASERESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR JERINGA PRELLENADA.",Refrigerados,51201507,Aldesleukina,"Antiartrósico, antirreumático",Activo,Intermediación,0,21/9/2022,OK,,,,,si
100001918,MCF PACK EXTRACC COMP EX48,"MATERIAL DE CONTINUIDAD DE FUNCIONAMIENTO: PACK COMPUESTO POR KIT DEEXTRACCION DE MATERIAL GENETICO (ADN/ARN) COMPATIBLE CON EQUIPOS DEEXTRACCION EX48 MAS LOS ACCESORIOS SUFICIENTES PARA GENERAR TODO ELPROCESO DE EXTRACCION. COMPONENTE 1 DEL PACK: KIT PARA  EXTRACCION DEMATERIAL GENETICO (ADN/ARN), COMPATIBLE PARA LA AMPLIFICACION DE VIRUSZIKA,DENGUE Y CHIKUNGUNYA, EN ENVASE INDIVIDUAL, RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. DEBE TENER ENTRE 1 Y 500REACCIONES. EL KIT DEBE SER COMPATIBLE CON EQUIPO DE EXTRACCION: EX48.COMPONENTE 2 DEL PACK: DEBE INCLUIR TODOS LOS CONSUMIBLES, PLASTICOS,ADAPTADORES, SOLUCION (ES) DE DESCONTAMINACION SUPERFICIAL Y REACTIVOSNECESARIOS PARA EL PROCESAMIENTO DE LA MUESTRA HASTA LA OBTENCION DELMATERIAL GENETICO PARA SU AMPLIFICACION; DEBEN SER PROPORCIONAL ENNUMERO PARA PRODUCIR EL TOTAL DE REACCIONES DEL KIT Y DEBEN SERCOMPATIBLE CON EQUIPO EXTRACCION ANTES MENCIONADO. LOS COMPONENTES 2 DELPACK, PUEDEN ESTAR INCLUIDOS DENTRO DEL KIT O POR SEPARADO. EL PRECIOSERA EVALUADO POR NUMERO DE EXTRACCIONES. COTIZAR POR PACK.",Insumos,41116104,Kits de ensayo quími,Kit de diagnóstico,Activo,Intermediación,0,,OK,,,,,
100001919,MORFINA 10 MG CP/CM LIB. PROLONGADA,MORFINA 10 MG CAPSULAS CON MICROGRANULOS O COMPRIMIDOS DE LIBERACION PROLONGADA ENVASADO BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO,Psicotrópicos,51142206,Sulfato de morfina,Narcóticos,Inactivo,,0,,,,,,,
100001920,ABACAVIR 20 MG/ML SOL. ORAL X  ML,ABACAVIR SULFATO SOLUCION ORAL 20 MG/ML FRASCO 100 A 240 ML ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR MILILITRO (ML),Fármacos,51102322,Sulfato de abacavir,Antivirales,Inactivo,,0,,,,Programas Ministeriales,VIH/SIDA,,si
100001921,LAMIVUDINA 10MG/ML SOL.ORAL FRA100-240ML,LAMIVUDINA SOLUCION ORAL 10 MG/ML O 50 MG/5ML FRASCO 100-240 ML ENVASEINDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DELCONTENIDO.,Fármacos,51102310,Lamivudina,Antivirales,Inactivo,,0,,,,,,,
100001922,NEVIRAPINA 10MG/ML SUSPENSION ORAL X ML,NEVIRAPINA 10 MG/ML O 50 MG/5ML SUSPENSION ORAL FRASCO 100 A 240 ML.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR MILILITRO (ML),Fármacos,51102310,Lamivudina,Antivirales,Inactivo,,0,,,,,,,
100001923,INMUNOGLOBULINA G HUMANA X GRAMO,"INMUNOGLOBULINA G HUMANA (O INMUNOGLOBULINA HUMANA NORMAL) PRESENTACIÓNDE 2,5 A 10 GRAMOS. FRASCO AMPOLLA CON SOLUCIÓN INYECTABLE O POLVOLIOFILIZADO. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DELCONTENIDO. COTIZAR POR GRAMO (G).",Fármacos,51201806,Inmunoglobulina G (I,"Inmunoestimulantes, inmunoglobulinas",Inactivo,,0,,,,,,,
100001924,"VOLANESORSÉN 285MG/1,5 ML SOL. INY. JPR","VOLANESORSÉN 285MG / 1,5 ML SOLUCION INYECTABLE JERINGA PRELLENADA1,5ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR JERINGA PRELLENADA.",Refrigerados,51121805,Gemfibrozilo,Antihiperlipidémicos/ hipocolesterolém.,Activo,,0,,,,,,,si
100001931,CARRO DE PARO UNIDAD,CARRO DE PARO UNIDAD,Insumos,42192401,Carros de resucitaci,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100001932,"LUMASIRAN 94,5MG/0,5ML SOL INY FAM","LUMASIRAN 94,5MG/0,5ML SOLUCION INYECTABLE PARA ADMINISTRACIONSUBCUTANEA, FRASCO AMPOLLA. ENVASE INDIVIDUAL RESISTENTE CON SELLO QUEASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.",Fármacos,42152456,Agentes cubrientes o,Otras sales,Activo,Intermediación,0,,OK,,,,,si
100001933,SULPIRIDA 50 MG CP,SULPIRIDA 50 MG CAPSULA ENVASADA EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA.,Fármacos,51141907,Sulpirida,Antidepresivos,Activo,Intermediación,1,1/10/2014,OK,,,,Farmacias Privadas,si
100001935,ACIDO PERACETICO BID 5 LT,ACIDO PERACETICO BIDON 5 LT ENVASE RESISTENTE CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO.,Insumos,42281601,Soluciones de decont,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100001936,PAQUETE CIRUGIA UNIVERSAL C/ SABANAS LAT,"PAQUETE DE CIRUGIA UNIVERSAL CON 2 SABANAS LATERALES , 1 SABANA INFERIORY 1 SABANA SUPERIOR. PQ",Insumos,42132105,Sábanas de hospital,Dispositivos y accesorios médicos,Inactivo,,0,,,,,,,
100001937,SABANILLA BLANCA 100 CM X 200 CM,"SABANILLA 100 CM X 200 CM COLOR BLANCO. ELASTICADA EN ESQUINAS, NOESTERIL. UNIDAD.",Insumos,42132105,Sábanas de hospital,Ropa blanca del hospital,Inactivo,,0,,,,,,,
100001938,VAC ANTIHEPATI A USO 12M MONO DO FAM/JRP,"VACUNA ANTIHEPATITIS A PEDIATRICA, INDICACION A PARTIR DE LOS 12 MESES DE EDAD. PRESENTACION MONODOSIS EN SUSPENSION INYECTABLE FRASCO AMPOLLA O JERINGA PRELLENADA. ENVASE RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA O JERINGA PRELLENADA.",Refrigerados,51201635,Vacuna antihepatitis,"Vacunas, antígenos y toxoides",Activo,Intermediación,0,12/3/2012,OK,,Programas Ministeriales,Prog. Nac. de Inmunizaciones (PNI),,
100001940,FORMULA LACTEA DE CONT. MOD1-Z2 X GRAMO,FORMULA LACTEA DE CONTINUACION MODALIDAD 1- ZONA 2  ENVASADA EN TARROHASTA 1.000 GRAMOS GASIFICADO MINIMO AL 4% CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. UNIDAD GRAMO.,Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,,,,
100001941,FORMULA LACTEA DE CONT. MOD1-Z3 X GRAMO,FORMULA LACTEA DE CONTINUACION MODALIDAD 1- ZONA 3  ENVASADA EN TARROHASTA 1.000 GRAMOS GASIFICADO MINIMO AL 4% CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. UNIDAD GRAMO.,Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,,,,
100001942,FORMULA LACTEA DE CONT. MOD1-Z4 X GRAMO,FORMULA LACTEA DE CONTINUACION MODALIDAD 1- ZONA 4  ENVASADA EN TARROHASTA 1.000 GRAMOS GASIFICADO MINIMO AL 4% CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. UNIDAD GRAMO.,Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,,,,
100001943,FORMULA LACTEA DE CONT. MOD1-Z5 X GRAMO,FORMULA LACTEA DE CONTINUACION MODALIDAD 1- ZONA 5  ENVASADA EN TARROHASTA 1.000 GRAMOS GASIFICADO MINIMO AL 4% CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. UNIDAD GRAMO.,Alimentos,50131701,Productos de mantequ,Fórmulas especificados por Minsal,Inactivo,,0,,,,,,,
100001944,FORMULA LACTEA P/PREMAT. MOD1-Z2 X GRAMO,FORMULA LACTEA PARA PREMATUROS MODALIDAD 1- ZONA 2  ENVASADA EN TARROHASTA 1.000 GRAMOS GASIFICADO MINIMO AL 4% CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. UNIDAD GRAMO.,Alimentos,50131701,Productos de mantequ,Fórmulas lácteas para prematuros,Inactivo,,0,,,,,,,
100001945,FORMULA LACTEA P/PREMAT. MOD1-Z3 X GRAMO,FORMULA LACTEA PARA PREMATUROS MODALIDAD 1- ZONA 3  ENVASADA EN TARROHASTA 1.000 GRAMOS GASIFICADO MINIMO AL 4% CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. UNIDAD GRAMO.,Alimentos,50131701,Productos de mantequ,Fórmulas lácteas para prematuros,Inactivo,,0,,,,,,,
100001946,FORMULA LACTEA P/PREMAT. MOD1-Z4 X GRAMO,FORMULA LACTEA PARA PREMATUROS MODALIDAD 1- ZONA 4  ENVASADA EN TARROHASTA 1.000 GRAMOS GASIFICADO MINIMO AL 4% CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. UNIDAD GRAMO.,Alimentos,50131701,Productos de mantequ,Fórmulas lácteas para prematuros,Inactivo,,0,,,,,,,
100001947,FORMULA LACTEA P/PREMAT. MOD1-Z5 X GRAMO,FORMULA LACTEA PARA PREMATUROS MODALIDAD 1- ZONA 5  ENVASADA EN TARROHASTA 1.000 GRAMOS GASIFICADO MINIMO AL 4% CON SELLO QUE ASEGUREINVIOLABILIDAD DEL CONTENIDO. UNIDAD GRAMO.,Alimentos,50131701,Productos de mantequ,Fórmulas lácteas para prematuros,Inactivo,,0,,,,,,,
100001948,FORMULA ESP P.AG1 25A38G PROT/100G TARRO,"FORMULA ESPECIAL PARA ADMINISTRACION A PACIENTE CON ACIDURIA GLUTARICA TIPO 1 (AG1) CON 25 A 38 G DE PROTEINA/100G DE PRODUCTO, EN POLVO PARA ADMINISTRACION ORAL. ENVASADO EN TARRO DE 400 GRAMOS HASTA 500 GRAMOS. UNIDAD DE DESPACHO EN CAJA HASTA 6 TARROS. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIO SERA EVALUADO POR GRAMODE PRODUCTO. COTIZAR POR TARRO.",Alimentos,42231804,Fórmulas suplementar,Fórmulas especificados por Minsal,Activo,,0,,,,,,,si
100001949,FORMULA ESP P.AG1 39A60G PROT/100G TARRO,"FORMULA ESPECIAL PARA ADMINISTRACION A PACIENTE CON ACIDURIA GLUTARICA TIPO 1 (AG1) CON 39 A 60 G DE PROTEINA/100G DE PRODUCTO, EN POLVO PARA ADMINISTRACION ORAL. ENVASADO EN TARRO DE 400 GRAMOS HASTA 500 GRAMOS. UNIDAD DE DESPACHO EN CAJA HASTA 6 TARROS. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. PRECIO SERA EVALUADO POR GRAMODE PRODUCTO. COTIZAR POR TARRO.",Alimentos,42231804,Fórmulas suplementar,Fórmulas especificados por Minsal,Activo,,0,,,,,,,
100001960,DOXICICLINA 100 MG CP/CM,"DOXICICLINA 100 MG CAPSULA, COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADOEN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR CAPSULA O COMPRIMIDO.",Fármacos,51101557,Doxiciclina,Antibióticos,Activo,Intermediación,0,25/9/2012,OK,,Programas Ministeriales,Epid. Emergente,Farmacias Privadas,si
