Producto;Codigo;Stock;Costo;Precio;Categoria;Estado
GASA QUIRURGICA 1/4X1YD.;7805145105077;70;0;350;Dispositivos y accesorios médicos;DISPONIBLE
GASTO ALIV 10 COMP MASTICABLE;7800004004874;70;0;2500;SIN CLASIFICAR;DISPONIBLE
GASTRO ALIV 480ML MAVER;7800004004966;4;0;8000;SIN CLASIFICAR;DISPONIBLE
GASTRO ALIV SO X240ML MAVER;7800004003884;8;0;5500;SIN CLASIFICAR;DISPONIBLE
GASTROALIV SUSP. 120 ML.;7800004003976;17;0;5000;SIN CLASIFICAR;DISPONIBLE
GASTROENTERIL METRONIDAZOL 2.5G 120ML LAB. DRAG PHARMA;7800006006975;11;0;11500;Amebicidas, Tricomonacidas y Antiprotoz.;DISPONIBLE
GASTROLEN 30COMP. CHEMA PHARMA;7800041043409;21;0;7000;SIN CLASIFICAR;DISPONIBLE
GAVISCON ALGINATO DE SODIO/ CARBONATO DE CALCIO/BICARBONATO DE SODIO X 500MG X 267MG X 160 X150ML;7805010005099;19;0;11000;Dispositivos y accesorios médicos;DISPONIBLE
GAVISCON DOBLE ACCION 8 COMPRIMIDOS MASTICABLES;5000158068438;2;0;4000;SIN CLASIFICAR;DISPONIBLE
GAVISCON DOBLE ACCION CAJA 12SACH REC-BE;5000158069701;14;0;11000;Dispositivos y accesorios médicos;DISPONIBLE
GAVISCON DOBLE ACCION SABOR MENTA JARABE X150ML LAB RECKITT BENCKISER;7805010005082;31;0;13000;SIN CLASIFICAR;DISPONIBLE
GEL ANTITRANSPIRANTE 82G GILLETTE;7500435113465;2;0;4500;SIN CLASIFICAR;DISPONIBLE
GEL FIJADOR GARNIER FRUCTIS STYLE EXTRA FUERTE 600G;7506078955035;5;0;6000;Dispositivos y accesorios médicos;DISPONIBLE
GEL LIMPIADOR PH5 PIEL SECA Y SENSIBLE X400 EUCERIN;4005800178375;3;0;17000;SIN CLASIFICAR;DISPONIBLE
GEL LUBRICANTE CEREZAS DE PASION. DUREX 50 GRS.;7501159033749;5;0;4000;SIN CLASIFICAR;DISPONIBLE
GEL LUBRICANTE COSQUILLAS DE PLACER. DUREX 50 GRS.;7501159033725;9;0;4000;SIN CLASIFICAR;DISPONIBLE
GEMFIBROZILO 300MG X30COMP LAB.MINTLAB;7800063116464;113;0;2500;Antihiperlipidémicos/ hipocolesterolém.;DISPONIBLE
GEMFIBROZILO 600MG X30COMP. LAB. PASTEUR;7800068031854;73;0;3500;Antihiperlipidémicos/ hipocolesterolém.;DISPONIBLE
GENGIGEL ACIDO HIALURONICO 0.54% X20ML LAB. RICERFARMA;8033087660180;5;0;15000;Vitaminas, minerales y oligoelementos;DISPONIBLE
GENIOL ANTIGRIPAL X30 SOBRES CALIENTE NOCHE POLVO LAB. MINTLAB;7800063370064;24;0;9500;Otros equipos electrom. no especificados;DISPONIBLE
GENIOL COMPUESTO CALIENTE DIA X30 SOBRES;7800063370057;39;0;9500;SIN CLASIFICAR;DISPONIBLE
GENIOL FLU PARACETAMOL + PREUDOEFEDRINA SULFATO + CLORFENAMINA MALEATO 125MG + 30MG + 2MG X100ML LA;7800063000770;13;0;4000;Analgésico;DISPONIBLE
GENIOL INFANTIL PARACETAMOL SO GOTAS 100MGML X15ML MINTLAB;7800063330426;16;0;2000;Analgésico;DISPONIBLE
GENIOL NIÑOS PARACETAMOL 160MG X16COMP LAB. MINTLAB;7800063311227;139;0;1500;Analgésico;DISPONIBLE
GENTAMICINA 01;7800063160153;20;0;2500;Antibióticos;DISPONIBLE
GESIDOL PARACETAMOL 120 MG X100ML LAB.EUROFARMA;7800050002794;20;0;4000;Analgésico;DISPONIBLE
GESIPROCT TRIBENOSIDO 5 GRLIDOCAINA 2MG 30GR;7800046004979;11;0;6000;SIN CLASIFICAR;DISPONIBLE
GINECOPAST DUAL OVULOS-10- Y CREMA VAGINAL-20GRS- TINIDAZOL+MICONAZOL PASTEUR;7800068015953;6;0;12500;Fórmulas especificados por Minsal;DISPONIBLE
GINEMAXIM 40 MG. CIMICIFUGA RACEMOSA 60 COM;7803504005051;6;0;7000;SIN CLASIFICAR;DISPONIBLE
GINKO BILOBA 80 MG. 60 CAPS.;7800059006489;1;0;9000;SIN CLASIFICAR;DISPONIBLE
GINKO BILOBA L. 80 MG. 30 CAPS.;7800059006496;2;0;6000;SIN CLASIFICAR;DISPONIBLE
GINKOMAX GINKGOBILOBAL L. 120CAP MEGAL 80MG;7800059006472;6;0;12000;SIN CLASIFICAR;DISPONIBLE
GLAFORNIL XR METFORMINA CLORHIDRATO 1000MG X30COMP LAB. MERCK;7891721028861;26;0;23000;Antidiabéticos e hiperglicémicos;DISPONIBLE
GLAFORNIL XR METFORMINA CLORHIDRATO 500MG X30COMP LAB.MERCK;7891721028557;13;0;12000;Antidiabéticos e hiperglicémicos;DISPONIBLE
GLAFORNIL XR METFORMINA CLORHIDRATO 750MG X30COMP LAB. MERCK;7891721028830;28;0;17000;Antidiabéticos e hiperglicémicos;DISPONIBLE
GLANDTIROID SUPLEMENTO ALIMENTICIO X60CAPS LAB. ALQUIMIA VERDE;1469852315332;5;0;5000;Vitaminas, minerales y oligoelementos;DISPONIBLE
GLAUPAX XR METFORMINA CLORHIDRATO 500 MG X30COMP. LAB. PASTEUR;7800068012303;28;0;4500;Antidiabéticos e hiperglicémicos;DISPONIBLE
GLAUPAX XR METFORMINA CLORHIDRATO 750MG X30 COMP LAB.PASTEUR;7800068012310;1;0;7000;Antidiabéticos e hiperglicémicos;DISPONIBLE
GLIBENCLAMIDA 5MG. X60COMP. LAB LCH B;7800007120410;46;0;1000;Antidiabéticos e hiperglicémicos;DISPONIBLE
GLICERINA PURA 1000ML DROGUERIA NUNOA;7805357009224;1;0;12500;Medicamentos y Productos Farmacéuticos;DISPONIBLE
GLICERINA PURA X60ML. LAB. RAVEPHARMA;7805357001105;12;0;2000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
GLICOMIC PET SUPLEMENTO ALIMENTICIO 125ML LAB. MICROSULES;7895559320036;5;0;12000;Vitaminas, minerales y oligoelementos;DISPONIBLE
GLICOPAN PET SUPLEMENTO VITAMINICO X125ML LAB. VETNIL;7898053580883;3;0;16500;Vitaminas, minerales y oligoelementos;DISPONIBLE
GLICOSOL 750XR METFORMINA CLORHIDRATO 750MG 30COMP OPKO;7804620834730;2;0;6000;Antidiabéticos e hiperglicémicos;DISPONIBLE
GLICOSOL XR METFORMINA CLORHIDRATO 500MG X30COMP LAB. OPKO;7804620834723;1;0;4500;Antidiabéticos e hiperglicémicos;DISPONIBLE
GLOBIFER FORTE 40 TAB;5425035663122;4;0;30000;SIN CLASIFICAR;DISPONIBLE
GLOBIFER FORTE PLUS 40 TABL;5425035664037;1;0;29000;SIN CLASIFICAR;DISPONIBLE
GLOBULOS 25 COMPUESTOS KNOP;2000221100259;10;0;2500;SIN CLASIFICAR;DISPONIBLE
GLOBULOS 30 KNOP;2000221100303;7;0;3000;SIN CLASIFICAR;DISPONIBLE
GLUCERNA SABOR VAINILLA 850G ABBOTT;8886451008978;18;0;28000;SIN CLASIFICAR;DISPONIBLE
GLUCOL CAP X90CAPS LAB. AURA VITALIS;7803319006502;6;0;4000;SIN CLASIFICAR;DISPONIBLE
GLUCOMANAM 22.8MG X60CAPS LAB. VALLE DE SOL;5854020678412;3;0;5000;SIN CLASIFICAR;DISPONIBLE
GLUCOSA 5% SOL INY  X1000;7800062001884;1;0;2000;Otras sales;DISPONIBLE
GLUCOSAMINA SULFATO + CONDROITINA SULFATO 60 CAP.;7800070004341;2;0;25800;Medicamentos y Productos Farmacéuticos;DISPONIBLE
GLUCOSAN METFORMINA CLORHIDRATO 500MG X30COMP LAB.SANITAS;7800038000729;7;0;5000;Antidiabéticos e hiperglicémicos;DISPONIBLE
GLUCOVANCE METFORMINA CLORHIDRATO + GILBENCLAMIDA 500MG + 5MG X30COMP LAB.MERCK;3596540060163;3;0;14000;Antidiabéticos e hiperglicémicos;DISPONIBLE
GOJI 340MG X60CASP LAB. AURA VITALIS;7803319005963;2;0;6000;SIN CLASIFICAR;DISPONIBLE
GOJI BERRY 300MG X90CAP LAB. VALLE Y SOL;9000000080003;2;0;8000;SIN CLASIFICAR;DISPONIBLE
GOLD CLASSIC MILLIONAIRE;7804902034773;4;0;9000;SIN CLASIFICAR;DISPONIBLE
GORILA MOCO GEL GAMER X270GR;7501438311742;9;0;5000;SIN CLASIFICAR;DISPONIBLE
GORILA MOCO GEL PUNK 270GR;7501438311124;10;0;5000;SIN CLASIFICAR;DISPONIBLE
GORILA MOCO GEL PUNK 340GR;7501438311872;4;0;5000;SIN CLASIFICAR;DISPONIBLE
GORILA MOCO GEL PUNK X80GR;7501199428024;1;0;4000;SIN CLASIFICAR;DISPONIBLE
GORILA MOCO PUNK X200ML;7501438301897;3;0;5000;SIN CLASIFICAR;DISPONIBLE
GORRO CLIP EXAMCARE DESH BLANCO X100;65675182;6;0;6500;Vestuario desechable personal de salud;DISPONIBLE
GOTELY DUO DUTASTERIDA + TAMSULOSINA CLORHIDRATO 0.5MG + 0.4MG X30 CAPS TECNOFARMA B;7730979095556;4;0;31000;Andrógenos e inhibidores androgénicos;DISPONIBLE
GRAVICUR GRAVIOLA + CURCUMA 400MG + 100MG X60CAP LAB. ALQUIMIA VERDE;1469852315967;11;0;5000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
GRAVIOLA 340MG X60CAPS LABMUNDO NATURAL SPA;9000000056664;9;0;5000;SIN CLASIFICAR;DISPONIBLE
GUANTE EXAMEN VINILO LP BCO TRESORTALLA S X 100 UND;7806130013155;10;0;4000;Guantes;DISPONIBLE
GUANTES DE LATEX TALL S CON POLVO 100 UNIDADES . TRESSOR;7806130005280;3;0;4800;Guantes;DISPONIBLE
GUANTES DE LATEX TALLA S CON POLVO. 100 UNIDADES. TRESOR;7806130005266;1;0;5000;Guantes;DISPONIBLE
GUANTES EXAMEN DE NITRILO TALLA L 100 GUANTES TRESOR;7806130008878;3;0;4500;Guantes;DISPONIBLE
GUANTES EXAMEN DE NITRILO TALLA M;7806130008861;1;0;4500;Guantes;DISPONIBLE
GUANTES EXAMEN DE VINILO X100UND;7806130013162;10;0;4000;Guantes;DISPONIBLE
GUANTES LATEX TALLA M CON POLVO. 100 UND. TRESOR;7806130005273;3;0;5000;Guantes;DISPONIBLE
GUANTES TRESOR NITRILO AZUL T_S;7806130008854;11;0;4500;Guantes;DISPONIBLE
GUANTES TRESOR VINILO T/L X100 UNIDADES;7806130013179;11;0;3500;Guantes;DISPONIBLE
GUARANA ALIMENTO PARA DEPORTISTAS X60CAP LAB. VALLE Y SOL;5856020654014;8;0;5500;SIN CLASIFICAR;DISPONIBLE
GUMMIES COLAGENO + BIOTINA + VIT C 155 + 150 + 202 X30GOMITAS LAB. GREEN MEDICAL;6926141788123;52;0;6000;SIN CLASIFICAR;DISPONIBLE
GUTAPERCHA INDIVIDUAL;7806130001459;1;0;500;SIN CLASIFICAR;DISPONIBLE
GUTRON 5MG X10 COMP;7800020032110;2;0;21000;SIN CLASIFICAR;DISPONIBLE
HAIR AND NAILS GUMMIES SUPLEMENTO VITAMINICO X30GOMITAS LAB. GREEN MEDICAL;764451229549;54;0;5000;Vitaminas, minerales y oligoelementos;DISPONIBLE
HAIR&NAILS VITAMINS 30GMTS;0764451229549;40;0;5000;SIN CLASIFICAR;DISPONIBLE
HALOPERIDOL 1.0MG X30COMP LAB. SYNTHON;7800008010055;2;0;3000;Ansiolíticos, tranquiliz., antimaníacos;DISPONIBLE
HALOPERIDOL 5.0 MG. 20 COMP. SYNTHON;7800008010093;4;0;5000;Ansiolíticos, tranquiliz., antimaníacos;DISPONIBLE
HAMAMELIS CREMA 100G KNOP;7803504001718;15;0;4500;Fórmulas especificados por Minsal;DISPONIBLE
HAMAMELIS EXT. BLANDO HAMALELIS + BIDESTILADO HAMAMELIS + EXT. FLUIDO AESCULUS 0.017G + 0.085G +0.0;7803504004900;16;0;7000;SIN CLASIFICAR;DISPONIBLE
HAZARD LARGA DURACION GEL CAPILAR STYLING GEL X210GRS;7804916662016;7;0;2000;Dispositivos y accesorios médicos;DISPONIBLE
HEEL LYMPHOMYOSOT GOTAS;7809561400723;3;0;20000;SIN CLASIFICAR;DISPONIBLE
HEEL NEUXERAN X 50 COMP;76100154917892;20;0;14000;SIN CLASIFICAR;DISPONIBLE
HEMOMIC PET SUPLEMENTO ALIMENTICIO X60ML LAB. MICROSULES;7895559330035;5;0;7000;Vitaminas, minerales y oligoelementos;DISPONIBLE
HEPABYL VITAL ALCACHOFA + BOLDO + PROPOLEO 80MG +80MG + 80MG X60CAPS LAB. AURA VITALIS;7803319004560;1;0;4000;SIN CLASIFICAR;DISPONIBLE
HERCAMPURI X60 CAPS LAB. GREEN MEDICAL;677144473016;50;0;6000;SIN CLASIFICAR;DISPONIBLE
HERPLEX-L L-LISINA 400MG X30ML LAB. DRAG PHARMA;7800006006821;14;0;10000;SIN CLASIFICAR;DISPONIBLE
HIDRALAZINA CLORHIDRATO 50MG. X30COMP. HETERO B;8903726273562;42;0;2500;Antihipertensivos;DISPONIBLE
HIDROCLORITIAZIDA 50MG X20COMP LAB. OPKO;7804620834464;91;0;1000;SIN CLASIFICAR;DISPONIBLE
HIDROCLOROTIAZIDA 50MG. X20COMP. LCH;7800007120847;37;0;1000;Antihipertensivos;DISPONIBLE
HIDROCORTISONA ACETATO 1 CREMA TOPICA 15 G;8901790720333;24;0;4500;Corticosteroides, esteroides anabólicos;DISPONIBLE
HIDROFEROL CALCIFEDIOL MONOHIDRATO 0.266MG X3CAPS LAB. FAES FARMA;8436024613421;9;0;24000;SIN CLASIFICAR;DISPONIBLE
HIDROICOLOIDE 10X10X10 ROKYMEDS;6920230614003;2;0;2500;SIN CLASIFICAR;DISPONIBLE
HIDRORONOL - T HIDROCLOROTIAZIDA + TRIAMTERENO 25MG + 50MG X24COMP LAB. ITF-LABOMED;7809591401387;3;0;9580;Antihipertensivos;DISPONIBLE
HIDRORONOL-T COM 60;7809591401370;2;0;9500;SIN CLASIFICAR;DISPONIBLE
HIERBA DE SAN JUAN 300MG X60CAPS LAB. MUNDO NATURAL SPA;8000000000606;6;0;4000;SIN CLASIFICAR;DISPONIBLE
HIGIENE INTIMA FEMENINA GINLAC DAILY X200ML;7804625951227;2;0;10000;SIN CLASIFICAR;DISPONIBLE
HILO DENTAL COLGATE 2PACK COLGATE;7891024183120;12;0;4500;Sutura y productos relacionados;DISPONIBLE
HIPOGLOS HIPOALERGENICOS 72G X1POMADA LAB ANDROMACOS;7861073971061;55;0;5000;SIN CLASIFICAR;DISPONIBLE
HIPOGLUCEMIAN SUPLEMENTO ALIMENTICIO X60CAPS LAB. ALQUIMIA VERDE;1469852315288;18;0;5000;Vitaminas, minerales y oligoelementos;DISPONIBLE
HIPOGLUCIN METFORMINA CLORHIDRATO 500MG X30 COMP LAB TEVA;7800007787866;9;0;8500;Antidiabéticos e hiperglicémicos;DISPONIBLE
HIPOGLUCIN METFORMINA CLORHIDRATO 750MG X30COMP LAB. DE CHILE;7800007771513;20;0;14500;Antidiabéticos e hiperglicémicos;DISPONIBLE
HOJAS DE ALEJANDRIA X 24 G;9980774555627;24;0;1500;SIN CLASIFICAR;DISPONIBLE
HOSPIFARMA CLARITROMICINA 250MG X60ML LAB. CAPLIN POINT;7804640562019;33;0;6000;Antibióticos;DISPONIBLE
HUB SPORT CINTA ADHESIVA NEUROMUSCULAR 5CM X 5MTS X1UND SOCOFAR;7805633011033;3;0;5000;Dispositivos y accesorios médicos;DISPONIBLE
HUB SPORT CINTA ADHESIVA NEUROMUSCULAR 5CM X5MTS X1UND SOCOFAR;7805633011057;7;0;5000;Dispositivos y accesorios médicos;DISPONIBLE
HUB SPORT COMPRESA FRIO-CALOR X1UND. SOCOFAR;7805633003205;10;0;4000;Prendas textiles clínicas-quirúrgicas;DISPONIBLE
HUB SPORT TOBILLERA ELASTICADA TALLA L X1UND. SOCOFAR;7805633002239;2;0;5000;SIN CLASIFICAR;DISPONIBLE
HUGGIES PRIMER 1000 PR X 30;75917849339129;2;0;9500;SIN CLASIFICAR;DISPONIBLE
HUGGIS PAÑAL DISN R.N X34;7794626009624;1;0;8500;Ropa, textiles y relacionados;DISPONIBLE
HYABAK ACIDO HIALUROMICO 0.15% X300GOTAS LAB. THEA;3662042006258;6;0;26000;Vitaminas, minerales y oligoelementos;DISPONIBLE
IBUCALM IBUPROFENO 600MG X10COMP LAB OPKO;7804620835669;93;0;2500;Analgésico Antipirético Antiinflamatorio;DISPONIBLE
IBUPROFENO 100 MG 5 ML X 100 ML LAB ETHON;7804633500677;2;0;1500;Analgésico Antipirético Antiinflamatorio;DISPONIBLE
IBUPROFENO 200MG5ML OPKO;7804620833498;30;0;2000;Analgésico Antipirético Antiinflamatorio;DISPONIBLE
IBUPROFENO 400MG X20COMP LCH B;7800007771278;35;0;500;Analgésico Antipirético Antiinflamatorio;DISPONIBLE
IBUPROFENO 400MG. X20COMP. LAB.OPKO B;7804620834099;24;0;500;Analgésico Antipirético Antiinflamatorio;DISPONIBLE
IBUPROFENO 600MG X20COMP LAB. OPKO B;7804620833863;126;0;1000;Analgésico Antipirético Antiinflamatorio;DISPONIBLE
IBUPROFENO 600MG X20COMP LCH B;7800007771353;7;0;1000;Analgésico Antipirético Antiinflamatorio;DISPONIBLE
IBUPROFENO CAPSULAS BLANDAS 400MG 10CAP ACTRON;7793640992530;26;0;2500;Analgésico Antipirético Antiinflamatorio;DISPONIBLE
IDON DOMPERIDONA 10MG X30CAPS LAB. SAVAL;7800060414327;11;0;8500;Antieméticos y antivértigo;DISPONIBLE
IDON SO DOMPERIDONA 1MG1ML X100ML LS;7800060009318;15;0;12000;Antieméticos y antivértigo;DISPONIBLE
IGNATIA COMPUESTA FCO X 30 CC KNOP;2000341103369;8;0;6500;SIN CLASIFICAR;DISPONIBLE
IKOPLEX N23 BRONQUITIS KNOP;2000111102233;3;0;6500;SIN CLASIFICAR;DISPONIBLE
ILICIT 7.1 RUBIO MEDIO CENIZA 675ML;7804923031478;2;0;2500;Radiofármacos y agentes de diagnóstico;DISPONIBLE
ILICIT 9.0 RUBIO EXTRA CLARO;7804923031553;6;0;2500;SIN CLASIFICAR;DISPONIBLE
ILICIT N-7.0 RUBIO MEDIO;7804923031461;1;0;2500;Radiofármacos y agentes de diagnóstico;DISPONIBLE
ILICIT RUBIO CLARO 8.0;7804923031515;6;0;2500;SIN CLASIFICAR;DISPONIBLE
ILTUX OLIMESARTAN MEDOXOMILO 20MG X28COMP LAB. TECNOFARMA;7841141002699;10;0;18000;SIN CLASIFICAR;DISPONIBLE
ILTUX OLMESARTAN MEDOXOMILO 40 MG.;7841141002712;9;0;19000;Antihipertensivos;DISPONIBLE
ILTUXAM 405 OLMESARTAN MEDOXOMILO AMLODIPINO;7841141003450;8;0;15000;Antihipertensivos;DISPONIBLE
ILTUXAM HCT OLMESARTAN MEDOXOMILO + AMLODIPINO + HIDROCLOROTIAZIDA 40MG + 5MG + 12.5MG X28COMP LAB.;7841141003764;4;0;21000;Antihipertensivos;DISPONIBLE
ILTUXAM OLMESARTAN MEDOXOMILO + AMLODIPINO 40MG + 13MG X28COMP LAB. TECHNOFARMA;7841141003474;8;0;15500;Antihipertensivos;DISPONIBLE
IMECOL NIFUROXAZIDA 200 MG+FTALILSULFATIAZOL 500 MG. 16 COMP.;7800004002146;37;0;4000;SIN CLASIFICAR;DISPONIBLE
IMIPRAMINA 25MG. X40COMP. LAB CHILE;7800007128157;57;0;2000;Antidepresivos;DISPONIBLE
INDOMETACINA 25MG. 24COMP. FQP;7800057000991;11;0;4500;Analgésico;DISPONIBLE
INFOR PRO  MULTIVITAMINICO   X180ML LAB. PRATER;7804918403570;5;0;7140;Vitaminas, minerales y oligoelementos;DISPONIBLE
INFOR PRO BEAUTY SUPLEMENTO ALIMENTARIO 60 CAPS LAB. PRATER;7804918451564;3;0;9000;Vitaminas, minerales y oligoelementos;DISPONIBLE
INFOR PRO KIDS MULTIVITAMINICO Y MULTIMINERAL 30 COMP. LAB. PRATER;7804918500767;7;0;7500;Vitaminas, minerales y oligoelementos;DISPONIBLE
INHALADOR NASAL MENTHOLATUM;010742206011;2;0;3500;SIN CLASIFICAR;DISPONIBLE
INSTAFEM TEST DE EMBARAZO;7805357001945;53;0;1500;Dispositivos y accesorios médicos;DISPONIBLE
INVEADE VITAMINAS SOLUCION ORAL LAB. DRAG PHARMA;7800006000683;4;0;5000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
INVERMIC LEVAMISOL 2.360G 10ML LAB. DRAG PHARMA;7800006000249;14;0;1500;SIN CLASIFICAR;DISPONIBLE
INVERMIC LEVAMISOL 2.360G X10ML LAB. DRAG PHARMA;7800006002861;92;0;1500;SIN CLASIFICAR;DISPONIBLE
IPRASYNT HFA IPRATROPIO BROMURO INHALADOR ORAL 20MCG7DOSIS FAES FARMA;7804629440253;156;0;10000;Antiasmáticos;DISPONIBLE
IPSON-D FORTE IBUPROFENO + PSEUDOEFEDRINA CLORHIDRATO 200MG + 30MG X120ML LAB. SAVAL;7800060119086;14;0;13000;Analgésico Antipirético Antiinflamatorio;DISPONIBLE
IRBEVITAE IRBESARTAN 150 MG 28 COMP LAB. GALENICUM;7804653720123;2;0;12000;Antihipertensivos;DISPONIBLE
IRKEM 300MG X 280COMP REC;76044988928270;1;0;11000;SIN CLASIFICAR;DISPONIBLE
ISDIN AFTER SUN SP 200ML;8470003233941;4;0;14000;SIN CLASIFICAR;DISPONIBLE
ISDIN FLU COL F50M;8470001585066;4;0;22000;SIN CLASIFICAR;DISPONIBLE
ISDIN FOTOP F50+PE TRW 250ML;8429420188020;1;0;21000;SIN CLASIFICAR;DISPONIBLE
ISDIN FOTOPROTECTOR FACIAL FUSION WATER SPF50 X50ML ISDIN;8429420285637;11;0;18000;SIN CLASIFICAR;DISPONIBLE
ISDIN FOTOPROTECTOR FUSION WATER MAGIC X50ML;8429420248977;4;0;20000;SIN CLASIFICAR;DISPONIBLE
ISDIN NUTRATOPIC PRO- AMP CREMA FACIAL 1 UNDX50 ML.;8470001547927;13;0;15000;Fórmulas especificados por Minsal;DISPONIBLE
ISDIN.FOTOP.F50.LOC.SP 250ML;8429420139336;2;0;21000;SIN CLASIFICAR;DISPONIBLE
ISOSORBIDA DINITRATO 10MG. X60COMP. LAB. MINTLAB B;7800063111117;27;0;2000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
ISOTRETINOINA 10MG X30CAPS LAB. DECHILE;7800007808974;17;0;14000;Dermatológicos, fanereos;DISPONIBLE
ISOTRETINOINA 20 MG. 30 CAPS. LAB. CHILE;7800007808981;19;0;15000;Dermatológicos, fanereos;DISPONIBLE
IVOMEC 1 IVERMECTINA 1G X50ML LAB. BOEHRINGER INGELHEIM;7809599501683;1;0;32000;Antihelmínticos y otros antiparasitarios;DISPONIBLE
JABON BARRA GLICERINA AFRECHO X3;7805633020318;3;0;2000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
JABON DE AZUFRE 90GRS;7891537750499;12;0;1000;Dermatológicos, fanereos;DISPONIBLE
JABON DE GLICERINA AFRECHO;7804990000001;12;0;2000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
JABON DE GLICERINA ELITE NEUTRO X1000;7800045009869;12;0;2000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
JABON DE GLICERINA F. ALMENDRAS X1000;10030509;6;0;2000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
JABON DE GLICERINA F.COCO ELITE X1000;7800045001658;6;0;2000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
JABON DE HIGIENE INTIMA EUCERIN X250ML;4005800630958;9;0;14000;SIN CLASIFICAR;DISPONIBLE
JABON GLICERINA 340CC ELITE;10030516;2;0;1500;Medicamentos y Productos Farmacéuticos;DISPONIBLE
JARDIANCE DUO 12.5/1.000MG 60 COMPRIMIDOS;4048846022936;1;0;59000;SIN CLASIFICAR;DISPONIBLE
JARDIANCE EMPAGLIFLOZINA 10MG 30COMP LAB. BOEHRINGER INGELHEIM;4048846023049;9;0;35000;Antidiabéticos e hiperglicémicos;DISPONIBLE
JARDIANCE EMPAGLIFLOZINA 20MG X30COMP LAB.BOEHRINGER INGELHEIM;4048846023032;23;0;55000;Antidiabéticos e hiperglicémicos;DISPONIBLE
JELONET APOSITO 10CM X 10CM;5000223421946;11;0;1000;Dispositivos y accesorios médicos;DISPONIBLE
JERINGA 60 ML. CRAMBERRY;7806130002494;2;0;1000;Jeringas y accesorios;DISPONIBLE
JERINGA DESECHABLE CON AGUJA 21G 1 12 CRANBERRY;7806130013698;275;0;200;Jeringas y accesorios;DISPONIBLE
JERINGA LUER SLIP 10ML CON AGUJA 21G X 1 12;7805633008903;225;0;300;Jeringas y accesorios;DISPONIBLE
JERINGA LUER SLIP 20ML CON AGUJA 21G 1 12 MUNCARE;7805633008910;3;0;500;Jeringas y accesorios;DISPONIBLE
JERINGA LUER SLIP 5ML MUN CARE;7805633008934;292;0;200;Jeringas y accesorios;DISPONIBLE
JOVAN COLONIA MUSK FOR WOMEN 96ML;035017008923;13;0;11500;SIN CLASIFICAR;DISPONIBLE
KADITUR BROMURO DE OTILONIO 40MG X40COMP LAB FAES FARMA;8436024613780;4;0;23000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
KADUS AGUA OXIGENADA 30 VOLUMENES X55CC LABOCOCH;7804947004632;22;0;1000;Agua y electrolitos;DISPONIBLE
KADUS AGUA OXIGENADA X110CC LAB.LABOCOCH;7804947004588;156;0;1000;Agua y electrolitos;DISPONIBLE
KALAMTRES SUPLEMENTO ALIMENTICIO X200ML LAB. ALQUIMIA VERDE;1469852316216;13;0;5000;Vitaminas, minerales y oligoelementos;DISPONIBLE
KALITIUM CARBONATO DE LITIO 300MG X50COMP LAB. AUROFARMA;7800046004740;6;0;10000;Antidepresivos;DISPONIBLE
KALITIUM CARBONATO DE LITIO 450MG X30COMP LAB. EUROFARMA;7800046005211;4;0;15000;Antidepresivos;DISPONIBLE
KALOBA PELARGONIUM SIDOIDES 20MG X15 COMP. LAB. MEGALABS;7800059001477;5;0;10000;Inmunoestimulantes, inmunoglobulinas;DISPONIBLE
KALOBA PELARGONIUM SIDOIDES DC 0.8G 20ML LAB. MEGALABS;7460536555345;10;0;8500;Inmunoestimulantes, inmunoglobulinas;DISPONIBLE
KAPH CLORANFENICOL 1% 5GR UNG. LAB. ETHON;7804633500745;194;0;1500;Medicamentos y Productos Farmacéuticos;DISPONIBLE
KAPH CLORANFENICOL 5 MG X10ML SOL.OFT LAB. ETHON;7804633500233;105;0;1500;Medicamentos y Productos Farmacéuticos;DISPONIBLE
KELEN CLORURO DE ETILO-ANESTESIA 100ML KELEN;7806130006393;18;0;11000;Medicamentos y Productos Farmacéuticos;DISPONIBLE
KETANOR KETOROLACO AMPOLLA 30MG1ML X3UND ITF;7809591402407;8;0;9000;Analgésico Antinflamatorio;DISPONIBLE
KETANOR SL KETOROLACO TROMETAMOL 30MG X4COMPR. LAB. ITF -LABOMED;7809591401691;27;0;10000;Analgésico Antinflamatorio;DISPONIBLE
KETOPROFENO 50MG X20CAPS LAB.MINTLAB;7800063120263;281;0;1000;Analgésico Antinflamatorio;DISPONIBLE
KETOPROFENO T.U. KETOPROFENO 200MG X10COMP LAB. MILAB;7800063111445;106;0;1500;Analgésico Antinflamatorio;DISPONIBLE
KETOROLACO TROMETAMOL 10MG X10COMP. LAB. MINTLAB B;7800063111483;525;0;500;Analgésico Antinflamatorio;DISPONIBLE
KETOROLACO TROMETAMOL 10MG. X10COMP. LCH B;7800007810410;256;0;1000;Analgésico Antinflamatorio;DISPONIBLE
